review_notes,cause,cur_match_en,match_en,quality,class,label,google_translate_to_en,en_osa,en_dl,en_qgram,en_cos,en_jaccard,compare_en,clase,etiqueta,google_translate_to_es,compare_es
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070258,congenital disorder of glycosylation type IIf,congenital glycosylation disorder type IIf,0.5333333333333333,0.5333333333333333,0.9655172413793104,0.991563964,1,,http://purl.obolibrary.org/obo/DOID_0070258,trastorno congénito de la glucosilación tipo IIf,trastorno congénito de la glicosilación tipo IIf,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070259,congenital disorder of glycosylation type IIg,congenital disorder of glycosylation type IIg,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070259,trastorno congénito de la glucosilación tipo IIg,trastorno congénito de la glicosilación tipo IIg,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070260,congenital disorder of glycosylation type IIh,congenital glycosylation disorder type IIh,0.5333333333333333,0.5333333333333333,0.9655172413793104,0.990890823,0.9444444444444444,,http://purl.obolibrary.org/obo/DOID_0070260,trastorno congénito de la glucosilación tipo IIh,trastorno congénito de la glicosilación tipo IIh,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070261,congenital disorder of glycosylation type IIi,congenital glycosylation disorder type IIi,0.5333333333333333,0.5333333333333333,0.9655172413793104,0.9911830819136672,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0070261,trastorno congénito de la glucosilación tipo IIi,trastorno congénito de la glicosilación tipo IIi,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070262,congenital disorder of glycosylation type IIj,congenital glycosylation disorder type IIj,0.5333333333333333,0.5333333333333333,0.9655172413793104,0.990890823,0.9444444444444444,,http://purl.obolibrary.org/obo/DOID_0070262,trastorno congénito de la glucosilación tipo IIj,trastorno congénito de la glicosilación tipo IIj,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070263,congenital disorder of glycosylation type IIk,congenital glycosylation disorder type IIk,0.5333333333333333,0.5333333333333333,0.9655172413793104,0.990890823,0.9444444444444444,,http://purl.obolibrary.org/obo/DOID_0070263,trastorno congénito de la glucosilación tipo IIk,trastorno congénito de la glicosilación tipo IIk,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070264,congenital disorder of glycosylation type IIl,congenital disorder of glycosylation type IIl,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070264,trastorno congénito de la glucosilación tipo IIl,trastorno congénito de la glicosilación tipo IIl,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070265,congenital disorder of glycosylation type IIm,congenital glycosylation disorder type IIm,0.5333333333333333,0.5333333333333333,0.9655172413793104,0.990890823,0.9444444444444444,,http://purl.obolibrary.org/obo/DOID_0070265,trastorno congénito de la glucosilación tipo IIm,trastorno congénito de la glicosilación tipo IIm,
"added ""I"" for some reason; some points because search will likely show this as a typo",google to en,error,,2,http://purl.obolibrary.org/obo/DOID_0070266,congenital disorder of glycosylation type IIn,congenital disorder of glycosylation type IIIn,0.9782608695652174,0.9782608695652174,0.989010989,0.996666941,1,,http://purl.obolibrary.org/obo/DOID_0070266,trastorno congénito de la glucosilación tipo IIn,trastorno congénito de la glicosilación tipo IIn,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070267,congenital disorder of glycosylation type IIo,congenital glycosylation disorder type IIo,0.5333333333333333,0.5333333333333333,0.9655172413793104,0.9918746646574464,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0070267,trastorno congénito de la glucosilación tipo IIo,trastorno congénito de la glicosilación tipo IIo,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070268,congenital disorder of glycosylation type IIp,congenital glycosylation disorder type IIp,0.5333333333333333,0.5333333333333333,0.9655172413793104,0.9909899676194032,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0070268,trastorno congénito de la glucosilación tipo IIp,trastorno congénito de la glicosilación tipo IIp,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070269,congenital disorder of glycosylation type IIq,congenital glycosylation disorder type IIq,0.5333333333333333,0.5333333333333333,0.9655172413793104,0.990890823,0.9444444444444444,,http://purl.obolibrary.org/obo/DOID_0070269,trastorno congénito de la glicosilación tipo IIq,trastorno congénito de la glicosilación tipo IIq,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070277,primary autosomal recessive microcephaly 15,autosomal recessive primary microcephaly 15,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070277,microcefalia primaria autosómica recesiva 15,microcefalia autosómica recesiva primaria 15,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070296,primary autosomal recessive microcephaly,autosomal recessive primary microcephaly,0.6,0.6,1,1,1,,http://purl.obolibrary.org/obo/DOID_0070296,microcefalia primaria autosómica recesiva,microcefalia autosómica recesiva primaria,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070278,primary autosomal recessive microcephaly 7,autosomal recessive primary microcephaly 7,0.6190476190476191,0.6190476190476191,1,1,1,,http://purl.obolibrary.org/obo/DOID_0070278,microcefalia primaria autosómica recesiva 7,microcefalia autosómica recesiva primaria 7,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070279,primary autosomal recessive microcephaly 14,primary autosomal recessive microcephaly 14,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070279,microcefalia primaria autosómica recesiva 14,microcefalia autosómica recesiva primaria 14,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070280,primary autosomal recessive microcephaly 5,autosomal recessive primary microcephaly 5,0.6190476190476191,0.6190476190476191,1,1,1,,http://purl.obolibrary.org/obo/DOID_0070280,microcefalia primaria autosómica recesiva 5,microcefalia autosómica recesiva primaria 5,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070281,primary autosomal recessive microcephaly 19,primary autosomal recessive microcephaly 19,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070281,microcefalia primaria autosómica recesiva 19,microcefalia autosómica recesiva primaria 19,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070282,primary autosomal recessive microcephaly 8,autosomal recessive primary microcephaly 8,0.6190476190476191,0.6190476190476191,1,1,1,,http://purl.obolibrary.org/obo/DOID_0070282,microcefalia primaria autosómica recesiva 8,microcefalia autosómica recesiva primaria 8,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070283,primary autosomal recessive microcephaly 13,primary autosomal recessive microcephaly 13,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070283,microcefalia primaria autosómica recesiva 13,microcefalia autosómica recesiva primaria 13,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070284,primary autosomal recessive microcephaly 12,primary autosomal recessive microcephaly 12,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070284,microcefalia primaria autosómica recesiva 12,microcefalia autosómica recesiva primaria 12,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070285,primary autosomal recessive microcephaly 1,primary autosomal recessive microcephaly 1,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070285,microcefalia primaria autosómica recesiva 1,microcefalia autosómica recesiva primaria 1,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070286,primary autosomal recessive microcephaly 3,primary autosomal recessive microcephaly 3,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070286,microcefalia primaria autosómica recesiva 3,microcefalia autosómica recesiva primaria 3,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070287,primary autosomal recessive microcephaly 11,primary autosomal recessive microcephaly 11,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070287,microcefalia primaria autosómica recesiva 11,microcefalia autosómica recesiva primaria 11,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070288,primary autosomal recessive microcephaly 17,primary autosomal recessive microcephaly 17,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070288,microcefalia primaria autosómica recesiva 17,microcefalia autosómica recesiva primaria 17,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070289,primary autosomal recessive microcephaly 16,primary autosomal recessive microcephaly 16,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070289,microcefalia primaria autosómica recesiva 16,microcefalia autosómica recesiva primaria 16,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070290,primary autosomal recessive microcephaly 6,autosomal recessive primary microcephaly 6,0.6190476190476191,0.6190476190476191,1,1,1,,http://purl.obolibrary.org/obo/DOID_0070290,microcefalia primaria autosómica recesiva 6,microcefalia autosómica recesiva primaria 6,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070291,primary autosomal recessive microcephaly 4,primary autosomal recessive microcephaly 4,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070291,microcefalia primaria autosómica recesiva 4,microcefalia autosómica recesiva primaria 4,
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070292,primary autosomal recessive microcephaly 9,autosomal recessive primary microcephaly 9,0.6190476190476191,0.6190476190476191,1,1,1,,http://purl.obolibrary.org/obo/DOID_0070292,microcefalia primaria autosómica recesiva 9,microcefalia autosómica recesiva primaria 9,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070293,primary autosomal recessive microcephaly 2 with or without cortical malformations,primary autosomal recessive microcephaly 2 with or without cortical malformations,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070293,microcefalia primaria autosómica recesiva 2 con o sin malformaciones corticales,Microcefalia primaria autosómica recesiva 2 con o sin malformaciones corticales,exact
,,order,,5,http://purl.obolibrary.org/obo/DOID_0070294,primary autosomal recessive microcephaly 10,autosomal recessive primary microcephaly 10,0.627906977,0.627906977,1,1,1,,http://purl.obolibrary.org/obo/DOID_0070294,microcefalia primaria autosómica recesiva 10,microcefalia autosómica recesiva primaria 10,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070295,primary autosomal dominant microcephaly 18,primary autosomal dominant microcephaly 18,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070295,microcefalia primaria autosómica dominante 18,microcefalia autosómica dominante primaria 18,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070297,primary microcephaly,primary microcephaly,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070297,microcefalia primaria,microcefalia primaria,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070315,hypoplastic right heart syndrome,hypoplastic right heart syndrome,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070315,síndrome del corazón derecho hipoplásico,síndrome del corazón derecho hipoplásico,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0070336,arthrogryposis multiplex congenita-6,arthrogryposis multiplex congenita-6,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0070336,artrogriposis múltiple congénita-6,artrogriposis múltiple congénita-6,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080954,arthrogryposis multiplex congenita,arthrogryposis multiplex congenita,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080954,artrogriposis múltiple congénita,artrogriposis múltiple congénita,exact
"unsurprising translation error; ""occult spina bifida"" does appear in english searches: https://www.google.com/search?q=%22occult+spina+bifida%22&client=firefox-b-1-d&sca_esv=c9a915b7e2353e00&sca_upv=1&sxsrf=ADLYWIIv6jd3lP1EH_rJo8f6LPIV6C6Nag%3A1725474069558&ei=FaXYZsbmIbOh5NoPmNDA-Ag&ved=0ahUKEwiGxfDn86mIAxWzEFkFHRgoEI8Q4dUDCBA&uact=5&oq=%22occult+spina+bifida%22&gs_lp=Egxnd3Mtd2l6LXNlcnAiFSJvY2N1bHQgc3BpbmEgYmlmaWRhIjIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMggQABgWGAoYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeSPQLUJcGWOQJcAF4AZABAJgBSKAB0wGqAQEzuAEDyAEA-AEBmAIEoALiAcICChAAGLADGNYEGEfCAg0QABiABBiwAxhDGIoFwgIKECMYgAQYJxiKBcICChAAGIAEGEMYigXCAgYQABgHGB7CAgQQABgemAMAiAYBkAYKkgcBNKAH9RM&sclient=gws-wiz-serp",google to en,meaning,,4,http://purl.obolibrary.org/obo/DOID_0080073,spina bifida occulta,occult spina bifida,0.25,0.25,0.97435897435897445,0.987829161,1,,http://purl.obolibrary.org/obo/DOID_0080073,espina bífida oculta,espina bífida oculta,exact
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0080079,nonsyndromic congenital nail disorder 1,non-syndromic congenital nail disorder 1,0.975,0.975,0.9873417721518988,0.9960860906568266,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080079,trastorno ungueal congénito no sindrómico 1,trastorno congénito de las uñas no sindrómico 1,
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0080683,nonsyndromic congenital nail disorder,non-syndromic congenital nail disorder,0.9736842105263158,0.9736842105263158,0.9866666666666668,0.9958246164193104,0.9375,,http://purl.obolibrary.org/obo/DOID_0080683,trastorno ungueal congénito no sindrómico,trastorno congénito de las uñas no sindrómico,
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0080080,nonsyndromic congenital nail disorder 2,non-syndromic congenital nail disorder 2,0.975,0.975,0.9873417721518988,0.9960860906568266,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080080,trastorno ungueal congénito no sindrómico 2,trastorno congénito de las uñas no sindrómico 2,
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0080081,nonsyndromic congenital nail disorder 3,non-syndromic congenital nail disorder 3,0.975,0.975,0.9873417721518988,0.9960860906568266,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080081,trastorno ungueal congénito no sindrómico 3,trastorno congénito de las uñas no sindrómico 3,
,,punct|order,,5,http://purl.obolibrary.org/obo/DOID_0080082,nonsyndromic congenital nail disorder 4,congenital non-syndromic nail disorder 4,0.525,0.525,0.9873417721518988,0.9960860906568266,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080082,trastorno congénito no sindrómico de las uñas 4,trastorno congénito de las uñas no sindrómico 4,
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0080083,nonsyndromic congenital nail disorder 5,non-syndromic congenital nail disorder 5,0.975,0.975,0.9873417721518988,0.9960860906568266,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080083,trastorno ungueal congénito no sindrómico 5,trastorno congénito de las uñas no sindrómico 5,
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0080084,nonsyndromic congenital nail disorder 6,non-syndromic congenital nail disorder 6,0.975,0.975,0.9873417721518988,0.9960860906568266,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080084,trastorno ungueal congénito no sindrómico 6,trastorno congénito de las uñas no sindrómico 6,
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0080085,nonsyndromic congenital nail disorder 7,non-syndromic congenital nail disorder 7,0.975,0.975,0.9873417721518988,0.9960860906568266,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080085,trastorno ungueal congénito no sindrómico 7,trastorno congénito de las uñas no sindrómico 7,
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0080086,nonsyndromic congenital nail disorder 8,non-syndromic congenital nail disorder 8,0.975,0.975,0.9873417721518988,0.9960860906568266,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080086,trastorno ungueal congénito no sindrómico 8,trastorno congénito de las uñas no sindrómico 8,
,,,punct,5,http://purl.obolibrary.org/obo/DOID_0080087,nonsyndromic congenital nail disorder 9,non-syndromic congenital nail disorder 9,0.975,0.975,0.9873417721518988,0.9960860906568266,0.9411764705882352,,http://purl.obolibrary.org/obo/DOID_0080087,trastorno ungueal congénito no sindrómico 9,trastorno congénito de las uñas no sindrómico 9,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080101,Compton-North congenital myopathy,Compton-North congenital myopathy,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080101,miopatía congénita Compton-North,Miopatía congénita de Compton-North,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080102,congenital myopathy 4A,congenital myopathy 4A,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080102,miopatía congénita 4A,miopatía congénita 4A,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080138,multiple congenital anomalies-hypotonia-seizures syndrome 1,multiple congenital anomalies-hypotonia-seizures syndrome 1,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080138,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 1,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 1,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080503,multiple congenital anomalies-hypotonia-seizures syndrome,multiple congenital anomalies-hypotonia-seizures syndrome,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080503,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,multiple congenital anomalies-hypotonia-seizures syndrome 2,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080139,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 2,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 2,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080140,multiple congenital anomalies-hypotonia-seizures syndrome 3,multiple congenital anomalies-hypotonia-seizures syndrome 3,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080140,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 3,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 3,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080143,congenital fibrosis of the extraocular muscles,congenital fibrosis of the extraocular muscles,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080143,fibrosis congénita de los músculos extraoculares,fibrosis congénita de los músculos extraoculares,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080173,bladder exstrophy-epispadias-cloacal exstrophy complex,bladder exstrophy-epispadias-cloacal exstrophy complex,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080173,complejo de extrofia vesical-epispadias-extrofia cloacal,complejo de extrofia vesical-epispadias-extrofia cloacal,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080174,bladder exstrophy,bladder exstrophy,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080174,extrofia vesical,extrofia de la vejiga,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080175,cloacal exstrophy,cloacal exstrophy,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080175,extrofia cloacal,extrofia cloacal,exact
,,order,,5,http://purl.obolibrary.org/obo/DOID_0080180,Zika virus congenital syndrome,Congenital Zika virus syndrome,0.4,0.4,0.9666666666666668,0.982758621,0.9,,http://purl.obolibrary.org/obo/DOID_0080180,Síndrome congénito por el virus del Zika,Síndrome congénito del virus del Zika,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080197,congenital muscular dystrophy with cataracts and intellectual disability,congenital muscular dystrophy with cataracts and intellectual disability,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080197,distrofia muscular congénita con cataratas y discapacidad intelectual,Distrofia muscular congénita con cataratas y discapacidad intelectual.,
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080257,autosomal recessive congenital ichthyosis 13,autosomal recessive congenital ichthyosis 13,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080257,ictiosis congénita autosómica recesiva 13,Ictiosis congénita autosómica recesiva 13,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080258,autosomal recessive congenital ichthyosis 14,autosomal recessive congenital ichthyosis 14,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080258,ictiosis congénita autosómica recesiva 14,Ictiosis congénita autosómica recesiva 14,exact
,,plural,,4,http://purl.obolibrary.org/obo/DOID_0080313,cleft palate-lateral synechia syndrome,Cleft palate-lateral synechiae syndrome,0.9487179487179488,0.9487179487179488,0.961038961,0.9878616908195712,0.9473684210526316,,http://purl.obolibrary.org/obo/DOID_0080313,Síndrome de paladar hendido-sinequia lateral,Síndrome de paladar hendido-sinequia lateral,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080395,orofacial cleft 1,orofacial cleft 1,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080395,hendidura orofacial 1,hendidura orofacial 1,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080396,orofacial cleft 2,orofacial cleft 2,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080396,hendidura orofacial 2,hendidura orofacial 2,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080397,orofacial cleft 3,orofacial cleft 3,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080397,hendidura orofacial 3,hendidura orofacial 3,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080398,orofacial cleft 4,orofacial cleft 4,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080398,hendidura orofacial 4,hendidura orofacial 4,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080399,orofacial cleft 5,orofacial cleft 5,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080399,hendidura orofacial 5,hendidura orofacial 5,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080400,orofacial cleft 7,orofacial cleft 7,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080400,hendidura orofacial 7,hendidura orofacial 7,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080401,orofacial cleft 8,orofacial cleft 8,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080401,hendidura orofacial 8,hendidura orofacial 8,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080402,orofacial cleft 9,orofacial cleft 9,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080402,hendidura orofacial 9,hendidura orofacial 9,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080403,orofacial cleft 10,orofacial cleft 10,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080403,hendidura orofacial 10,hendidura orofacial 10,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080404,orofacial cleft 11,orofacial cleft 11,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080404,hendidura orofacial 11,hendidura orofacial 11,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080405,orofacial cleft 12,orofacial cleft 12,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080405,hendidura orofacial 12,hendidura orofacial 12,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080406,orofacial cleft 13,orofacial cleft 13,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080406,hendidura orofacial 13,hendidura orofacial 13,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080407,orofacial cleft 14,orofacial cleft 14,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080407,hendidura orofacial 14,hendidura orofacial 14,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080408,orofacial cleft 15,orofacial cleft 15,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080408,hendidura orofacial 15,hendidura orofacial 15,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080552,congenital disorder of glycosylation Ia,congenital disorder of glycosylation Ia,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080552,trastorno congénito de la glucosilación Ia,trastorno congénito de la glicosilación Ia,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080553,congenital disorder of glycosylation Iaa,congenital disorder of Iaa glycosylation,0.8,0.8,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080553,trastorno congénito de la glicosilación Iaa,trastorno congénito de la glicosilación Iaa,exact
,,,exact,5,http://purl.obolibrary.org/obo/DOID_0080554,congenital disorder of glycosylation Ib,congenital disorder of glycosylation Ib,1,1,1,1,1,exact,http://purl.obolibrary.org/obo/DOID_0080554,trastorno congénito de la glucosilación Ib,trastorno congénito de la glicosilación Ib,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080555,congenital disorder of glycosylation Ic,congenital disorder of Ic glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080555,trastorno congénito de la glucosilación Ic,trastorno congénito de la glicosilación Ic,
typo,TCG,error,,1,http://purl.obolibrary.org/obo/DOID_0080556,congenital disorder of glycosylation Id,congenital glycosylation disorder I,0.4615384615384616,0.4615384615384616,0.945945946,0.985983354,0.9375,,http://purl.obolibrary.org/obo/DOID_0080556,trastorno congénito de la glicosilación I,trastorno congénito de la glicosilación Id,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080557,congenital disorder of glycosylation Ie,congenital disorder of Ie glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080557,trastorno congénito de la glucosilación Ie,"trastorno congénito de la glicosilación, es decir",
typo,TCG,error,,1,http://purl.obolibrary.org/obo/DOID_0080558,congenital disorder of glycosylation If,congenital disorder of glycosylation Yes,0.925,0.925,0.9367088607594936,0.9782513177195608,0.8823529411764706,,http://purl.obolibrary.org/obo/DOID_0080558,trastorno congénito de la glucosilación Si,trastorno congénito de la glicosilación Si,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080559,congenital disorder of glycosylation Ig,congenital Ig glycosylation disorder,0.5128205128205128,0.5128205128205128,0.96,0.9887715401042964,0.9375,,http://purl.obolibrary.org/obo/DOID_0080559,trastorno congénito de la glucosilación Ig,trastorno congénito de la glicosilación de Ig,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080560,congenital disorder of glycosylation Ih,congenital disorder of Ih glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080560,trastorno congénito de la glucosilación Ih,trastorno congénito de la glicosilación Ih,
,google to en,error|case,case,5,http://purl.obolibrary.org/obo/DOID_0080561,congenital disorder of glycosylation Ii,congenital disorder of glycosylation II,0.97435897435897445,0.97435897435897445,0.97435897435897445,0.9911518922732644,1,exact,http://purl.obolibrary.org/obo/DOID_0080561,trastorno congénito de la glucosilación Ii,trastorno congénito de la glicosilación Ii,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080562,congenital disorder of glycosylation Ij,congenital disorder of Ij glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080562,trastorno congénito de la glucosilación Ij,trastorno congénito de la glicosilación Ij,
,google to en,error|order,,1,http://purl.obolibrary.org/obo/DOID_0080563,congenital disorder of glycosylation Ik,congenital disorder of Ik glycosylation,0.8461538461538461,0.8461538461538461,1,1,1,,http://purl.obolibrary.org/obo/DOID_0080563,trastorno congénito de la glucosilación Ik,trastorno congénito de la glicosilación Ik,
"typo, very similar characters",TCG,error,,1,http://purl.obolibrary.org/obo/DOID_0080564,congenital disorder of glycosylation Il,congenital disorder of glycosylation II,0.97435897435897445,0.97435897435897445,0.97435897435897445,0.9911518922732644,1,,http://purl.obolibrary.org/obo/DOID_0080564,trastorno congénito de la glucosilación Il,trastorno congénito de la glicosilación Il,
