tsg_set,class,label,clase,etiqueta
1,DOID:0081220,autosomal recessive intellectual developmental disorder 58,DOID:0081220,Trastorno autosómico recesivo del desarrollo intelectual 58
1,DOID:0081221,autosomal recessive intellectual developmental disorder 59,DOID:0081221,trastorno autosómico recesivo del desarrollo intelectual 59
1,DOID:0081222,autosomal recessive intellectual developmental disorder 60,DOID:0081222,trastorno autosómico recesivo del desarrollo intelectual 60
1,DOID:0081223,glycosylphosphatidylinositol biosynthesis defect 16,DOID:0081223,Defecto de la biosíntesis del glucosilfosfatidilinositol 16
1,DOID:0081224,autosomal recessive intellectual developmental disorder 63,DOID:0081224,trastorno autosómico recesivo del desarrollo intelectual 63
1,DOID:0081225,autosomal recessive intellectual developmental disorder 64,DOID:0081225,trastorno autosómico recesivo del desarrollo intelectual 64
1,DOID:0081226,autosomal recessive intellectual developmental disorder 65,DOID:0081226,trastorno autosómico recesivo del desarrollo intelectual 65
1,DOID:0081227,autosomal recessive intellectual developmental disorder 66,DOID:0081227,trastorno del desarrollo intelectual autosómico recesivo 66
1,DOID:0081228,autosomal recessive intellectual developmental disorder 67,DOID:0081228,Trastorno autosómico recesivo del desarrollo intelectual 67
1,DOID:0081229,autosomal recessive intellectual developmental disorder 68,DOID:0081229,trastorno autosómico recesivo del desarrollo intelectual 68
1,DOID:0081230,autosomal recessive intellectual developmental disorder 69,DOID:0081230,trastorno autosómico recesivo del desarrollo intelectual 69
1,DOID:0081231,autosomal recessive intellectual developmental disorder 70,DOID:0081231,Trastorno autosómico recesivo del desarrollo intelectual 70
1,DOID:0081232,autosomal recessive intellectual developmental disorder 71,DOID:0081232,trastorno autosómico recesivo del desarrollo intelectual 71
1,DOID:0081233,autosomal recessive intellectual developmental disorder 73,DOID:0081233,trastorno del desarrollo intelectual autosómico recesivo 73
1,DOID:0081234,autosomal recessive intellectual developmental disorder 75,DOID:0081234,trastorno autosómico recesivo del desarrollo intelectual 75
1,DOID:0081235,autosomal recessive intellectual developmental disorder 76,DOID:0081235,trastorno autosómico recesivo del desarrollo intelectual 76
1,DOID:0081236,autosomal recessive intellectual developmental disorder 77,DOID:0081236,trastorno autosómico recesivo del desarrollo intelectual 77
1,DOID:0081237,acromesomelic dysplasia-3,DOID:0081237,displasia acromesomélica-3
1,DOID:0081238,acromesomelic dysplasia-4,DOID:0081238,Displasia acromesomélica-4
1,DOID:0081239,injection anthrax,DOID:0081239,carbunco por inyección
1,DOID:0081240,peroxisome biogenesis disorder 1B,DOID:0081240,Trastorno de la biogénesis peroxisomal 1B
1,DOID:0081241,peroxisome biogenesis disorder 3B,DOID:0081241,Trastorno de la biogénesis peroxisomal 3B
1,DOID:0081242,"autoimmune interstitial lung, joint, and kidney disease",DOID:0081242,"enfermedad pulmonar intersticial autoinmune, articular y renal"
1,DOID:0081243,rhizomelic chondrodysplasia punctate type 4,DOID:0081243,Condrodisplasia rizomélica puntiforme tipo 4
1,DOID:0081244,pituitary blastoma,DOID:0081244,blastoma hipofisario
1,DOID:0081245,cauda equina neuroendocrine tumor,DOID:0081245,Tumor neuroendocrino de la cauda equina
1,DOID:0081246,teratoma with somatic-type malignancy,DOID:0081246,teratoma con malignidad de tipo somático
1,DOID:0081247,dedifferentiated chondrosarcoma,DOID:0081247,Condrosarcoma desdiferenciado
1,DOID:0081248,pineocytoma,DOID:0081248,pineocitoma
1,DOID:0081249,EWSR1-negative small round cell tumor,DOID:0081249,Tumor de células pequeñas redondas EWSR1 negativo
1,DOID:0081250,CIC-rearranged sarcoma,DOID:0081250,Sarcoma con reordenamiento CIC
NA,DOID:0081251,papillary tumor of the pineal region,DOID:0081251,NA
NA,DOID:0081252,"supratentorial ependymoma, ZFTA fusion–positive",DOID:0081252,NA
NA,DOID:0081253,"supratentorial ependymoma, YAP1 fusion–positive",DOID:0081253,NA
NA,DOID:0081254,posterior fossa group A ependymoma,DOID:0081254,NA
NA,DOID:0081255,posterior fossa group B ependymoma,DOID:0081255,NA
2,DOID:0081256,"astrocytoma, IDH-mutant, grade 2",DOID:0081256,"Astrocitoma, mutante IDH, grado 2"
2,DOID:0081257,"astrocytoma, IDH-mutant, grade 3",DOID:0081257,"Astrocitoma, mutante IDH, grado 3"
2,DOID:0081259,desmoplastic infantile ganglioglioma / desmoplastic infantile astrocytoma,DOID:0081259,Ganglioglioma desmoplásico infantil / astrocitoma desmoplásico infantil
2,DOID:0081260,"diffuse low-grade glioma, MAPK pathway–altered",DOID:0081260,"Glioma difuso de bajo grado, alteración de la vía MAPK"
2,DOID:0081261,angiocentric glioma,DOID:0081261,Glioma angiocéntrico
2,DOID:0081262,"intellectual developmental disorder with hypotonia, impaired speech, and dysmorphic facies",DOID:0081262,"Trastorno del desarrollo intelectual con hipotonía, alteración del habla y rasgos dismórficos"
2,DOID:0081263,"neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities",DOID:0081263,"Trastorno del neurodesarrollo con microcefalia, cataratas y anomalías renales"
2,DOID:0081264,"developmental delay, hypotrophy, and dysmorphic features without Moebius syndrome",DOID:0081264,"retraso del desarrollo, hipotrofia y rasgos dismórficos sin síndrome de Moebius"
2,DOID:0081265,"intellectual developmental disorder with abnormal behavior, microcephaly, and short stature",DOID:0081265,"Trastorno del desarrollo intelectual con comportamiento anómalo, microcefalia y baja estatura"
2,DOID:0081267,graft-versus-host disease,DOID:0081267,enfermedad de injerto contra huésped
2,DOID:0081268,pulmonary venoocclusive disease 1,DOID:0081268,Enfermedad venooclusiva pulmonar 1
2,DOID:0081269,pulmonary venoocclusive disease 2,DOID:0081269,enfermedad venooclusiva pulmonar 2
2,DOID:0081270,Smith-McCort dysplasia 1,DOID:0081270,Displasia de Smith-McCort 1
2,DOID:0081271,Smith-McCort dysplasia 2,DOID:0081271,Displasia de Smith-McCort 2
2,DOID:0081272,Sandestig-Stefanova syndrome,DOID:0081272,Síndrome de Sandestig-Stefanova
2,DOID:0081273,Siddiqi syndrome,DOID:0081273,Síndrome de Siddiqi
2,DOID:0081274,peroxisome biogenesis disorder 14B,DOID:0081274,trastorno de la biogénesis peroxisomal 14B
2,DOID:0081275,neurodevelopmental disorder with eye movement abnormalities and ataxia,DOID:0081275,Trastorno del neurodesarrollo con anomalías del movimiento ocular y ataxia
2,DOID:0081276,"cerebellar atrophy, visual impairment, and psychomotor retardation",DOID:0081276,"atrofia cerebelosa, deficiencia visual y retraso psicomotor"
2,DOID:0081277,"diffuse pediatric-type high-grade glioma, H3-wildtype and IDH-wildtype",DOID:0081277,"glioma difuso de alto grado de tipo pediátrico, tipo H3-salvaje y tipo IDH-salvaje"
2,DOID:0081278,infant-type hemispheric glioma,DOID:0081278,Glioma hemisférico de tipo infantil
2,DOID:0081279,"diffuse astrocytoma, MYB- or MYBL1-altered",DOID:0081279,"Astrocitoma difuso, alterado en MYB o MYBL1"
2,DOID:0081280,pituicytoma,DOID:0081280,pituicitoma
2,DOID:0081281,"oligodendroglioma, IDH-mutant and 1p/19q-codeleted grade 2",DOID:0081281,"oligodendroglioma, mutante IDH y 1p/19q codificado de grado 2"
2,DOID:0081282,"oligodendroglioma, IDH-mutant and 1p/19q-codeleted, grade 3",DOID:0081282,"oligodendroglioma, mutante IDH y 1p/19q-codificado, grado 3"
2,DOID:0081283,papillary glioneuronal tumor,DOID:0081283,tumor glioneuronal papilar
2,DOID:0081284,rosette-forming glioneuronal tumor,DOID:0081284,tumor glioneuronal formador de rosetas
2,DOID:0081285,myxoid glioneuronal tumor,DOID:0081285,Tumor glioneuronal mixoide
2,DOID:0081286,embryonal tumor with multilayered rosettes,DOID:0081286,Tumor embrionario con rosetas multicapa
2,DOID:0081287,white sponge nevus 1,DOID:0081287,Nevus esponjoso blanco 1
2,DOID:0081288,white sponge nevus 2,DOID:0081288,nevus en esponja blanca 2
1,DOID:0081289,Antley-Bixler syndrome,DOID:0081289,síndrome de Antley-Bixler
2,DOID:0081290,Antley-Bixler syndrome without disordered steroidogenesis,DOID:0081290,Síndrome de Antley-Bixler sin esteroidogénesis alterada
2,DOID:0081291,chronic traumatic encephalopathy,DOID:0081291,encefalopatía traumática crónica
2,DOID:0081292,traumatic brain injury,DOID:0081292,traumatismo craneoencefálico
2,DOID:0081293,salivary gland mucoepidermoid carcinoma,DOID:0081293,carcinoma mucoepidermoide de glándula salival
2,DOID:0081294,neuronal intranuclear inclusion disease,DOID:0081294,enfermedad de inclusión intranuclear neuronal
2,DOID:0081295,essential tremor 6,DOID:0081295,Temblor esencial 6
2,DOID:0081296,oculopharyngodistal myopathy,DOID:0081296,miopatía oculofaringodistal
2,DOID:0081297,oculopharyngodistal myopathy 1,DOID:0081297,miopatía oculofaringodistal 1
2,DOID:0081298,oculopharyngodistal myopathy 2,DOID:0081298,miopatía oculofaringodistal 2
2,DOID:0081299,oculopharyngodistal myopathy 3,DOID:0081299,miopatía oculofaringodistal 3
2,DOID:0081300,oculopharyngodistal myopathy 4,DOID:0081300,miopatía oculofaringodistal 4
2,DOID:0081301,intellectual developmental disorder with ocular anomalies and distinctive facial features,DOID:0081301,Trastorno del desarrollo intelectual con anomalías oculares y rasgos faciales característicos
2,DOID:0081302,diffuse leptomeningeal glioneuronal tumor,DOID:0081302,Tumor glioneuronal leptomeníngeo difuso
2,DOID:0081303,multinodular and vacuolating neuronal tumor,DOID:0081303,Tumor neuronal multinodular y vacuolado
2,DOID:0081304,high-grade astrocytoma with piloid features,DOID:0081304,Astrocitoma de alto grado con rasgos piloides
2,DOID:0081305,polymorphous low grade neuroepithelial tumour of the young,DOID:0081305,Tumor neuroepitelial polimorfo de bajo grado de la juventud
2,DOID:0081306,spindle cell oncocytoma,DOID:0081306,oncocitoma de células fusiformes
2,DOID:0081307,lymphomatoid granulomatosis,DOID:0081307,Granulomatosis linfomatoide
2,DOID:0081308,grade I lymphomatoid granulomatosis,DOID:0081308,Granulomatosis linfomatoide de grado I
2,DOID:0081309,grade II lymphomatoid granulomatosis,DOID:0081309,granulomatosis linfomatoide de grado II
2,DOID:0081310,grade III lymphomatoid granulomatosis,DOID:0081310,Granulomatosis linfomatoide de grado III
2,DOID:0081311,intravascular large B-cell lymphoma,DOID:0081311,Linfoma intravascular de células B grandes
1,DOID:0081312,T-cell non-Hodgkin lymphoma,DOID:0081312,linfoma no Hodgkin de células T
2,DOID:0081313,primary diffuse large B-cell lymphoma of the central nervous system,DOID:0081313,linfoma primario difuso de células B grandes del sistema nervioso central
2,DOID:0081314,extraventricular neurocytoma,DOID:0081314,neurocitoma extraventricular
2,DOID:0081315,central nervous system tumor with BCOR internal tandem duplication,DOID:0081315,tumor del sistema nervioso central con duplicación interna en tándem BCOR
2,DOID:0081316,"primary intracranial sarcoma, DICER1-mutant",DOID:0081316,"Sarcoma intracraneal primario, mutante para DICER1"
2,DOID:0081317,multiple synostoses syndrome 1,DOID:0081317,Síndrome de sinostosis múltiple 1
2,DOID:0081318,multiple synostoses syndrome 2,DOID:0081318,Síndrome de sinostosis múltiple 2
1,DOID:0081319,multiple synostoses syndrome 3,DOID:0081319,síndrome de sinostosis múltiple 3
1,DOID:0081320,multiple synostoses syndrome 4,DOID:0081320,síndrome de sinostosis múltiple 4
1,DOID:0081321,"contractures, pterygia, and spondylocarpotarsal fusion syndrome 1A",DOID:0081321,"síndrome de contracturas, pterigia y fusión espondilocarpotarsal 1A"
1,DOID:0081322,"contractures, pterygia, and spondylocarpotarsal fusion syndrome 1B",DOID:0081322,"Síndrome de contracturas, pterigia y fusión espondilocarpotarsal 1B"
1,DOID:0081323,breast implant illness,DOID:0081323,enfermedad de los implantes mamarios
1,DOID:0081324,"neurodevelopmental disorder with poor growth, spastic tetraplegia, and hearing loss",DOID:0081324,"Trastorno del neurodesarrollo con crecimiento deficiente, tetraplejia espástica y pérdida de audición"
1,DOID:0081325,developmental and epileptic encephalopathy 94,DOID:0081325,encefalopatía epiléptica y del desarrollo 94
1,DOID:0081326,oxoglutarate dehydrogenase deficiency,DOID:0081326,deficiencia de oxoglutarato deshidrogenasa
1,DOID:0081327,"neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",DOID:0081327,"Trastorno del neurodesarrollo con regresión, movimientos anormales, pérdida del habla y convulsiones"
1,DOID:0081328,familial hyperinsulinemic hypoglycemia 8,DOID:0081328,hipoglucemia hiperinsulinémica familiar 8
1,DOID:0081329,glycogen storage disease I,DOID:0081329,Enfermedad por almacenamiento de glucógeno I
1,DOID:0081330,glycogen storage disease Ib,DOID:0081330,Enfermedad por almacenamiento de glucógeno Ib
1,DOID:0081331,glycogen storage disease Ic,DOID:0081331,Enfermedad por almacenamiento de glucógeno Ic
1,DOID:0081332,progeroid syndrome,DOID:0081332,síndrome progeroide
1,DOID:0081333,Wiedemann-Rautenstrauch syndrome,DOID:0081333,Síndrome de Wiedemann-Rautenstrauch
1,DOID:0081334,Nestor-Guillermo progeria syndrome,DOID:0081334,Síndrome de progeria Nestor-Guillermo
1,DOID:0081337,congenital myopathy,DOID:0081337,miopatía congénita
1,DOID:0081338,myofibrillar myopathy 11,DOID:0081338,miopatía miofibrilar 11
1,DOID:0081339,congenital myopathy 2B,DOID:0081339,miopatía congénita 2B
1,DOID:0081340,congenital myopathy 2C,DOID:0081340,Miopatía congénita 2C
1,DOID:0081341,congenital myopathy 5,DOID:0081341,miopatía congénita 5
1,DOID:0081342,congenital myopathy 8,DOID:0081342,miopatía congénita 8
1,DOID:0081343,congenital myopathy 9A,DOID:0081343,miopatía congénita 9A
1,DOID:0081344,congenital myopathy 9B,DOID:0081344,miopatía congénita 9B
1,DOID:0081345,congenital myopathy 10B,DOID:0081345,miopatia congénita 10B
1,DOID:0081346,congenital myopathy 14,DOID:0081346,miopatía congénita 14
1,DOID:0081347,congenital myopathy 15,DOID:0081347,miopatía congénita 15
1,DOID:0081348,congenital myopathy 16,DOID:0081348,miopatía congénita 16
1,DOID:0081349,congenital myopathy 17,DOID:0081349,miopatía congénita 17
1,DOID:0081350,congenital myopathy 18,DOID:0081350,miopatía congénita 18
1,DOID:0081351,congenital myopathy 19,DOID:0081351,miopatía congénita 19
1,DOID:0081352,congenital myopathy 20,DOID:0081352,miopatía congénita 20
1,DOID:0081353,congenital myopathy 21,DOID:0081353,miopatía congénita 21
1,DOID:0081354,congenital myopathy 22A,DOID:0081354,Miopatía congénita 22A
1,DOID:0081355,congenital myopathy 22B,DOID:0081355,miopatía congénita 22B
1,DOID:0081356,"spinal muscular atrophy, Jokela type",DOID:0081356,"Atrofia muscular espinal, tipo Jokela"
1,DOID:0081357,isolated mitochondrial myopathy,DOID:0081357,miopatía mitocondrial aislada
1,DOID:0081358,epidermolytic hyperkeratosis 1,DOID:0081358,Hiperqueratosis epidermolítica 1
1,DOID:0081359,epidermolytic hyperkeratosis 2,DOID:0081359,hiperqueratosis epidermolítica 2
1,DOID:0081360,spastic quadriplegic cerebral palsy 2,DOID:0081360,Parálisis cerebral tetrapléjica espástica 2
1,DOID:0081361,spastic quadriplegic cerebral palsy 3,DOID:0081361,Parálisis cerebral tetrapléjica espástica 3
1,DOID:0081362,Pierpont syndrome,DOID:0081362,Síndrome de Pierpont
1,DOID:0081363,distal myopathy with rimmed vacuoles,DOID:0081363,miopatía distal con vacuolas ribeteadas
1,DOID:0081364,"neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset",DOID:0081364,"neurodegeneración con ataxia, distonía y parálisis de la mirada, de inicio en la infancia"
1,DOID:0081365,Paget's disease of bone 2,DOID:0081365,Enfermedad de Paget ósea 2
1,DOID:0081366,Paget's disease of bone 3,DOID:0081366,Enfermedad de Paget ósea 3
1,DOID:0081367,Paget's disease of bone 4,DOID:0081367,Enfermedad de Paget ósea 4
1,DOID:0081368,Paget's disease of bone 5,DOID:0081368,Enfermedad de Paget ósea 5
1,DOID:0081369,Paget's disease of bone 6,DOID:0081369,Enfermedad de Paget ósea 6
1,DOID:0081370,LADD syndrome,DOID:0081370,síndrome LADD
1,DOID:0081371,lacrimoauriculodentodigital syndrome 2,DOID:0081371,síndrome lacrimoauriculodentodigital 2
1,DOID:0081372,lacrimoauriculodentodigital syndrome 3,DOID:0081372,síndrome lacrimoauriculodentodigital 3
1,DOID:0081373,disabling pansclerotic morphea,DOID:0081373,morfea pansclerótica incapacitante
1,DOID:0081374,nemaline myopathy 5B,DOID:0081374,miopatía nemalínica 5B
1,DOID:0081375,nemaline myopathy 5C,DOID:0081375,miopatía nemalínica 5C
1,DOID:0081377,"COX deficiency, benign infantile mitochondrial myopathy",DOID:0081377,"deficiencia de COX, miopatía mitocondrial infantil benigna"
1,DOID:0081378,amyotrophic lateral sclerosis type 24,DOID:0081378,esclerosis lateral amiotrófica tipo 24
1,DOID:0081379,amyotrophic lateral sclerosis type 25,DOID:0081379,esclerosis lateral amiotrófica tipo 25
1,DOID:0081380,amyotrophic lateral sclerosis type 26,DOID:0081380,esclerosis lateral amiotrófica tipo 26
1,DOID:0081381,juvenile amyotrophic lateral sclerosis type 27,DOID:0081381,esclerosis lateral amiotrófica juvenil tipo 27
1,DOID:0081382,amyotrophic lateral sclerosis type 28,DOID:0081382,esclerosis lateral amiotrófica tipo 28
1,DOID:0081383,ataxia-oculomotor apraxia type 4,DOID:0081383,ataxia-oculomotora apraxia tipo 4
1,DOID:0081384,ataxia-telangiectasia-like disorder-1,DOID:0081384,ataxia-telangiectasia-like disorder-1
1,DOID:0081385,ataxia-telangiectasia-like disorder-2,DOID:0081385,trastorno similar a la ataxia-telangiectasia
1,DOID:0081386,TANGO2-related metabolic encephalopathy and arrythmias,DOID:0081386,Encefalopatía metabólica y arritmias relacionadas con TANGO2
1,DOID:0081387,"neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities",DOID:0081387,"Trastorno del neurodesarrollo con retraso motor y del lenguaje, defectos oculares y anomalías cerebrales"
1,DOID:0081388,primary progressive aphasia,DOID:0081388,afasia primaria progresiva
1,DOID:0081389,logopenic progressive aphasia,DOID:0081389,Afasia progresiva logopénica
1,DOID:0081390,progressive non-fluent aphasia,DOID:0081390,afasia progresiva no fluente
1,DOID:0081391,semantic dementia,DOID:0081391,demencia semántica
1,DOID:0081392,corticobasal degeneration syndrome,DOID:0081392,Síndrome de degeneración corticobasal
1,DOID:0081393,organophosphate-induced delayed polyneuropathy,DOID:0081393,Polineuropatía retardada inducida por organofosforados
1,DOID:0081394,Caroli syndrome,DOID:0081394,Síndrome de Caroli
1,DOID:0081395,Harel-Yoon syndrome,DOID:0081395,Síndrome de Harel-Yoon
1,DOID:0081396,"neonatal lethal pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome",DOID:0081396,"Síndrome neonatal letal de hipoplasia pontocerebelosa, hipotonía e insuficiencia respiratoria"
1,DOID:0081397,Vissers-Bodmer syndrome,DOID:0081397,Síndrome de Vissers-Bodmer
1,DOID:0081399,autosomal dominant distal hereditary motor neuronopathy 10,DOID:0081399,Neuronopatía motora hereditaria distal autosómica dominante 10
1,DOID:0081400,autosomal dominant distal hereditary motor neuronopathy 11,DOID:0081400,neuronopatía motora hereditaria distal autosómica dominante 11
1,DOID:0081401,autosomal dominant distal hereditary motor neuronopathy 13,DOID:0081401,neuronopatía motora hereditaria distal autosómica dominante 13
1,DOID:0081402,sarcoma with BCOR genetic alterations,DOID:0081402,Sarcoma con alteraciones genéticas BCOR
1,DOID:0081403,BCOR ITD sarcoma,DOID:0081403,Sarcoma BCOR ITD
1,DOID:0081404,BCOR-CCNB3 sarcoma,DOID:0081404,Sarcoma BCOR-CCNB3
1,DOID:0081405,childhood sarcoma with BCOR genetic alterations,DOID:0081405,sarcoma infantil con alteraciones genéticas BCOR
1,DOID:0081406,round cell sarcoma with EWSR1-non-ETS fusion,DOID:0081406,Sarcoma de células redondas con fusión EWSR1-no ETS
1,DOID:0081407,childhood round cell sarcoma with EWSR1-non-ETS fusion,DOID:0081407,childhood round cell sarcoma with EWSR1-non-ETS fusion
1,DOID:0081408,round cell sarcoma with EWSR1-NFATC2 gene fusion,DOID:0081408,sarcoma de células redondas con fusión génica EWSR1-NFATC2
1,DOID:0081409,round cell sarcoma with EWSR1-PATZ1 gene fusion,DOID:0081409,sarcoma de células redondas con fusión génica EWSR1-PATZ1
1,DOID:0081410,round cell sarcoma with FUS-NFATC2 gene fusion,DOID:0081410,sarcoma de células redondas con fusión génica FUS-NFATC2
1,DOID:0081411,B acute lymphoblastic leukemia with PAX5 P80R mutation,DOID:0081411,B Leucemia linfoblástica aguda con mutación PAX5 P80R
1,DOID:0081412,B acute lymphoblastic leukemia with DUX4 rearrangement,DOID:0081412,Leucemia linfoblástica aguda B con reordenamiento DUX4
1,DOID:0081413,renal cell carcinoma with MiT translocations,DOID:0081413,Carcinoma de células renales con translocaciones MiT
1,DOID:0081414,TFEB-rearranged renal cell carcinoma,DOID:0081414,Carcinoma de células renales con reordenamiento TFEB
1,DOID:0081415,TFE3-rearranged renal cell carcinoma,DOID:0081415,Carcinoma de células renales con reordenación TFE3
1,DOID:0081416,childhood renal cell carcinoma with MiT translocations,DOID:0081416,Carcinoma de células renales infantil con translocaciones MiT
1,DOID:0081417,poorly differentiated chordoma,DOID:0081417,Cordoma poco diferenciado
1,DOID:0081418,anaplastic sarcoma of the kidney,DOID:0081418,sarcoma anaplásico del riñón
1,DOID:0081419,childhood-onset dystonia with optic atrophy and basal ganglia abnormalities,DOID:0081419,Distonía de inicio en la infancia con atrofia óptica y anomalías de los ganglios basales
1,DOID:0081420,familial focal epilepsy with variable foci,DOID:0081420,epilepsia focal familiar con focos variables
1,DOID:0081421,familial focal epilepsy with variable foci 1,DOID:0081421,Epilepsia focal familiar con focos variables 1
1,DOID:0081422,familial focal epilepsy with variable foci 2,DOID:0081422,epilepsia focal familiar con focos variables 2
1,DOID:0081423,familial focal epilepsy with variable foci 3,DOID:0081423,epilepsia focal familiar con focos variables 3
1,DOID:0081424,familial focal epilepsy with variable foci 4,DOID:0081424,epilepsia focal familiar con focos variables 4
1,DOID:0081425,autosomal recessive distal hereditary motor neuronopathy 6,DOID:0081425,Neuronopatía motora hereditaria distal autosómica recesiva 6
1,DOID:0081426,autosomal recessive distal hereditary motor neuronopathy 7,DOID:0081426,Neuronopatía motora hereditaria distal autosómica recesiva 7
1,DOID:0081427,autosomal recessive distal hereditary motor neuronopathy 8,DOID:0081427,Neuronopatía motora hereditaria distal autosómica recesiva 8
1,DOID:0081428,autosomal recessive distal hereditary motor neuronopathy 9,DOID:0081428,neuronopatía motora hereditaria distal autosómica recesiva 9
1,DOID:0081429,autosomal recessive distal hereditary motor neuronopathy 10,DOID:0081429,Neuronopatía motora hereditaria distal autosómica recesiva 10
1,DOID:0081430,"intellectual developmental disorder with autistic features and language delay, with or without seizures",DOID:0081430,"Trastorno del desarrollo intelectual con rasgos autistas y retraso del lenguaje, con o sin convulsiones"
1,DOID:0090001,Fraser syndrome,DOID:0090001,Síndrome de Fraser
1,DOID:0090002,Tietz syndrome,DOID:0090002,Síndrome de Tietz
1,DOID:0090003,agenesis of the corpus callosum with peripheral neuropathy,DOID:0090003,agenesia del cuerpo calloso con neuropatía periférica
1,DOID:0090004,progressive pseudorheumatoid arthropathy of childhood,DOID:0090004,artropatía pseudorreumatoide progresiva de la infancia
1,DOID:0090005,Schwartz-Jampel syndrome 1,DOID:0090005,Síndrome de Schwartz-Jampel 1
1,DOID:0090006,renal coloboma syndrome,DOID:0090006,Síndrome de coloboma renal
1,DOID:0090007,immunodeficiency-centromeric instability-facial anomalies syndrome,DOID:0090007,Síndrome de inmunodeficiencia-inestabilidad centromérica-anomalías faciales
1,DOID:0090008,immunodeficiency-centromeric instability-facial anomalies syndrome 1,DOID:0090008,iSíndrome de inmunodeficiencia-inestabilidad centromérica-anomalías faciales 1
1,DOID:0090009,immunodeficiency-centromeric instability-facial anomalies syndrome 2,DOID:0090009,síndrome de inmunodeficiencia-inestabilidad centromérica-anomalías faciales 2
1,DOID:0090010,immunodeficiency-centromeric instability-facial anomalies syndrome 3,DOID:0090010,síndrome de inmunodeficiencia-inestabilidad centromérica-anomalías faciales 3
1,DOID:0090011,immunodeficiency-centromeric instability-facial anomalies syndrome 4,DOID:0090011,síndrome de inmunodeficiencia-inestabilidad centromérica-anomalías faciales 4
1,DOID:0090012,severe combined immunodeficiency with sensitivity to ionizing radiation,DOID:0090012,Inmunodeficiencia combinada grave con sensibilidad a las radiaciones ionizantes
1,DOID:0090013,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive",DOID:0090013,"Inmunodeficiencia combinada grave, autosómica recesiva, células T negativas, células B negativas, células Nk positivas"
1,DOID:0090014,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive",DOID:0090014,"Inmunodeficiencia combinada grave, autosómica recesiva, células T negativas, células B positivas, células Nk positivas"
1,DOID:0090015,Cenani-Lenz syndactyly syndrome,DOID:0090015,Síndrome de sindactilia de Cenani-Lenz
1,DOID:0090016,chromosome 5q deletion syndrome,DOID:0090016,Síndrome de deleción del cromosoma 5q
1,DOID:0090017,epidermolysis bullosa simplex with muscular dystrophy,DOID:0090017,Epidermólisis bullosa simple con distrofia muscular
1,DOID:0090018,autosomal dominant familial periodic fever,DOID:0090018,Fiebre periódica familiar autosómica dominante
1,DOID:0090019,sitosterolemia,DOID:0090019,sitosterolemia
1,DOID:0090020,split hand-foot malformation,DOID:0090020,malformación escindida mano-pie
1,DOID:0090021,split hand-foot malformation 1,DOID:0090021,malformación mano-pie dividida 1
1,DOID:0090022,split hand-foot malformation 5,DOID:0090022,malformación mano-pie dividida 5
1,DOID:0090023,split hand-foot malformation 4,DOID:0090023,malformación mano-pie dividida 4
1,DOID:0090024,split hand-foot malformation 1 with sensorineural hearing loss,DOID:0090024,malformación mano-pie dividida 1 con hipoacusia neurosensorial
1,DOID:0090025,split hand-foot malformation 3,DOID:0090025,malformación mano-pie dividida 3
1,DOID:0090026,split hand-foot malformation 6,DOID:0090026,malformación mano-pie dividida 6
1,DOID:0090027,split hand-foot malformation 2,DOID:0090027,malformación mano-pie dividida 2
1,DOID:0090028,familial isolated deficiency of vitamin E,DOID:0090028,Deficiencia familiar aislada de vitamina E
1,DOID:0090029,CINCA Syndrome,DOID:0090029,Síndrome CINCA
1,DOID:0090030,corticosteroid-binding globulin deficiency,DOID:0090030,Deficiencia de globulina fijadora de corticosteroides
1,DOID:0090031,D-bifunctional protein deficiency,DOID:0090031,Deficiencia de proteína D-bifuncional
1,DOID:0090032,Silverman-Handmaker type dyssegmental dysplasia,DOID:0090032,Displasia disegmental tipo Silverman-Handmaker
1,DOID:0090033,myoclonic dystonia,DOID:0090033,Distonía mioclónica
1,DOID:0090034,myoclonic dystonia 11,DOID:0090034,distonía mioclónica 11
1,DOID:0090035,myoclonic dystonia 15,DOID:0090035,distonía mioclónica 15
1,DOID:0090036,myoclonic dystonia 26,DOID:0090036,distonía mioclónica 26
1,DOID:0090037,torsion dystonia 13,DOID:0090037,distonía de torsión 13
1,DOID:0090038,torsion dystonia 2,DOID:0090038,distonía de torsión 2
1,DOID:0090039,torsion dystonia 6,DOID:0090039,Distonía de torsión 6
1,DOID:0090040,torsion dystonia 7,DOID:0090040,Distonía de torsión 7
1,DOID:0090041,torsion dystonia 4,DOID:0090041,distonía de torsión 4
1,DOID:0090042,torsion dystonia 17,DOID:0090042,distonía de torsión 17
1,DOID:0090043,dystonia 5,DOID:0090043,distonía 5
1,DOID:0090044,dystonia 9,DOID:0090044,distonía 9
1,DOID:0090045,childhood onset GLUT1 deficiency syndrome 2,DOID:0090045,Síndrome de deficiencia de GLUT1 de aparición en la infancia 2
1,DOID:0090046,dystonia 21,DOID:0090046,Distonía 21
