source_id,predicate_id,source_text,source_lang,target_lang,target_text
DOID:0070437,oboInOwl:hasExactSynonym,GPIBD40,en,es,GPIBD40
DOID:0070437,oboInOwl:hasExactSynonym,HPMRS4,en,es,HPMRS4
DOID:0070437,oboInOwl:hasExactSynonym,glycosylphosphatidylinositol biosynthesis defect 40,en,es,defecto de biosíntesis del glucosilfosfatidilinositol 40
DOID:0070437,oboInOwl:hasExactSynonym,hyperphosphatasia with mental retardation syndrome 4,en,es,hiperfosfatasia con retraso mental síndrome 4
DOID:0070438,oboInOwl:hasExactSynonym,MCDR,en,es,MCDR
DOID:0070439,oboInOwl:hasExactSynonym,MCDR1,en,es,MCDR1
DOID:0070439,oboInOwl:hasExactSynonym,NCMD,en,es,NCMD
DOID:0070439,oboInOwl:hasExactSynonym,central areolar pigment epithelial dystrophy,en,es,distrofia epitelial pigmentaria areolar central
DOID:0070439,oboInOwl:hasExactSynonym,central retinal pigment epithelial dystrophy,en,es,distrofia epitelial del pigmento central de la retina
DOID:0070439,oboInOwl:hasExactSynonym,progressive foveal dystrophy,en,es,distrofia foveal progresiva
DOID:0070439,oboInOwl:hasExactSynonym,retinal macular dystrophy 1,en,es,distrofia macular retiniana 1
DOID:0070440,oboInOwl:hasExactSynonym,MCDR3,en,es,MCDR3
DOID:0070441,oboInOwl:hasExactSynonym,MCDR4,en,es,MCDR4
DOID:0070442,oboInOwl:hasExactSynonym,generalized epilepsy and paroxysmal dyskinesia,en,es,epilepsia generalizada y discinesia paroxística
DOID:0070446,oboInOwl:hasExactSynonym,mitochondrial DNA depletion syndrome 16 (hepatic type),en,es,síndrome de depleción del ADN mitocondrial 16 (tipo hepático)
DOID:0070447,oboInOwl:hasExactSynonym,mitochondrial DNA depletion syndrome 16B (neuroophthalmic type),en,es,síndrome de depleción del ADN mitocondrial 16B (tipo neurooftálmico)
DOID:0070451,oboInOwl:hasExactSynonym,mitochondrial DNA depletion syndrome 20 (MNGIE type),en,es,síndrome de depleción del ADN mitocondrial 20 (tipo MNGIE)
DOID:0070452,oboInOwl:hasExactSynonym,XAN1,en,es,XAN1
DOID:0070453,oboInOwl:hasExactSynonym,XAN2,en,es,XAN2
DOID:0070454,oboInOwl:hasExactSynonym,SPG70,en,es,SPG70
DOID:0070454,oboInOwl:hasExactSynonym,autosomal recessive spastic paraplegia 70,en,es,paraplejia espástica autosómica recesiva 70
DOID:0070455,oboInOwl:hasExactSynonym,SPG79A,en,es,SPG79A
DOID:0070455,oboInOwl:hasExactSynonym,autosomal dominant spastic paraplegia 79A,en,es,paraplejia espástica autosómica dominante 79A
DOID:0070456,oboInOwl:hasExactSynonym,SPG87,en,es,SPG87
DOID:0070456,oboInOwl:hasExactSynonym,autosomal recessive spastic paraplegia 87,en,es,paraplejia espástica autosómica recesiva 87
DOID:0070457,oboInOwl:hasExactSynonym,SPG88,en,es,SPG88
DOID:0070457,oboInOwl:hasExactSynonym,autosomal dominant spastic paraplegia 88,en,es,paraplejia espástica autosómica dominante 88
DOID:0070458,oboInOwl:hasExactSynonym,SPG89,en,es,SPG89
DOID:0070458,oboInOwl:hasExactSynonym,autosomal recessive spastic paraplegia 89,en,es,paraplejia espástica autosómica recesiva 89
DOID:0070459,oboInOwl:hasExactSynonym,SPG90A,en,es,SPG90A
DOID:0070459,oboInOwl:hasExactSynonym,autosomal dominant spastic paraplegia 90A,en,es,paraplejia espástica autosómica dominante 90A
DOID:0070460,oboInOwl:hasExactSynonym,SPG90B,en,es,SPG90B
DOID:0070460,oboInOwl:hasExactSynonym,autosomal recessive spastic paraplegia 90B,en,es,paraplejia espástica autosómica recesiva 90B
DOID:0070461,oboInOwl:hasExactSynonym,MC5DN4A,en,es,MC5DN4A
DOID:0070462,oboInOwl:hasExactSynonym,MC5DN4B,en,es,MC5DN4B
DOID:0070463,oboInOwl:hasExactSynonym,MC5DN5,en,es,MC5DN5
DOID:0070464,oboInOwl:hasExactSynonym,MC5DN7,en,es,MC5DN7
DOID:0070465,oboInOwl:hasExactSynonym,SCAN3,en,es,SCAN3
DOID:0070465,oboInOwl:hasExactSynonym,autosomal recessive spinocerebellar ataxia with axonal neuropathy 3,en,es,ataxia espinocerebelosa autosómica recesiva con neuropatía axonal 3
DOID:0070465,oboInOwl:hasExactSynonym,spinocerebellar ataxia with axonal neuropathy 3,en,es,ataxia espinocerebelosa con neuropatía axonal 3
DOID:0070466,oboInOwl:hasExactSynonym,CTS1,en,es,STC1
DOID:0070467,oboInOwl:hasExactSynonym,CTS2,en,es,STC2
DOID:0070468,oboInOwl:hasExactSynonym,YOBELN,en,es,YOBELN
DOID:0070469,oboInOwl:hasExactSynonym,NEDDFAC,en,es,NEDDFAC
DOID:0070470,oboInOwl:hasExactSynonym,"CHROMOSOME 1p36.33 DUPLICATION SYNDROME, ATAD3 GENE CLUSTER, AUTOSOMAL DOMINANT",en,es,"SÍNDROME DE DUPLICACIÓN CROMOSÓMICA 1p36.33, CLUSTER GENÉTICO ATAD3, DOMINANTE AUTOSÓMICO"
DOID:0070471,oboInOwl:hasExactSynonym,EPEO2,en,es,EPEO2
DOID:0070472,oboInOwl:hasExactSynonym,EPEO3,en,es,EPEO3
DOID:0070474,oboInOwl:hasExactSynonym,CONDBA,en,es,CONDBA
DOID:0070474,oboInOwl:hasExactSynonym,childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder,en,es,síndrome de regresión motora y cognitiva de inicio en la infancia con trastorno del movimiento extrapiramidal
DOID:0070475,oboInOwl:hasExactSynonym,RMC,en,es,RMC
DOID:0070475,oboInOwl:hasExactSynonym,kidney medullary carcinoma,en,es,carcinoma medular renal
DOID:0070475,oboInOwl:hasExactSynonym,medullary carcinoma of the kidney,en,es,carcinoma medular de riñón
DOID:0070475,oboInOwl:hasExactSynonym,medullary renal cell carcinoma,en,es,carcinoma medular de células renales
DOID:0070475,oboInOwl:hasExactSynonym,renal medullary carcinoma,en,es,carcinoma medular renal
DOID:0070476,oboInOwl:hasExactSynonym,DEDSSH,en,es,DEDSSH
DOID:0070476,oboInOwl:hasExactSynonym,craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome,en,es,displasia craneofacial-estatura baja-anomalías ectodérmicas-síndrome de discapacidad intelectual
DOID:0070476,oboInOwl:hasExactSynonym,"developmental delay with short stature, dysmorphic facial features, and sparse hair",en,es,"retraso en el desarrollo con baja estatura, rasgos faciales dismórficos y cabello escaso"
DOID:0070477,oboInOwl:hasExactSynonym,DEDSSH1,en,es,DEDSSH1
DOID:0070477,oboInOwl:hasExactSynonym,DPH1 syndrome,en,es,Síndrome DPH1
DOID:0070477,oboInOwl:hasExactSynonym,Loucks-Innes syndrome,en,es,Síndrome de Loucks-Innes
DOID:0070477,oboInOwl:hasExactSynonym,"developmental delay with short stature, dysmorphic facial features, and sparse hair 1",en,es,"retraso en el desarrollo con baja estatura, rasgos faciales dismórficos y pelo ralo 1"
DOID:0070478,oboInOwl:hasExactSynonym,DEDSSH2,en,es,DEDSSH2
DOID:0070478,oboInOwl:hasExactSynonym,"developmental delay with short stature, dysmorphic facial features, and sparse hair 2",en,es,"retraso en el desarrollo con baja estatura, rasgos faciales dismórficos y pelo ralo 2"
DOID:0070479,oboInOwl:hasExactSynonym,NEDSFF,en,es,NEDSFF
DOID:0070480,oboInOwl:hasExactSynonym,SMARCB1-related schwannomatosis,en,es,Schwannomatosis relacionada con SMARCB1
DOID:0070480,oboInOwl:hasExactSynonym,SWN1,en,es,SWN1
DOID:0070480,oboInOwl:hasBroadSynonym,neurofibromatosis 3,en,es,neurofibromatosis 3
DOID:0070481,oboInOwl:hasExactSynonym,LZTR1-related schwannomatosis,en,es,Schwannomatosis relacionada con LZTR1
DOID:0070481,oboInOwl:hasExactSynonym,SWN2,en,es,SWN2
DOID:0070481,oboInOwl:hasBroadSynonym,neurofibromatosis 3,en,es,neurofibromatosis 3
DOID:0070482,oboInOwl:hasExactSynonym,FNSF,en,es,FNSF
DOID:0070482,oboInOwl:hasExactSynonym,SNF,en,es,NFE
DOID:0070482,oboInOwl:hasExactSynonym,familial spinal neurofibromatosis,en,es,neurofibromatosis espinal familiar
DOID:0070484,oboInOwl:hasExactSynonym,LGSS,en,es,LGSS
DOID:0070484,oboInOwl:hasExactSynonym,NF1-like syndrome,en,es,Síndrome NF1-like
DOID:0070484,oboInOwl:hasExactSynonym,neurofibromatosis type 1-like syndrome,en,es,síndrome similar a la neurofibromatosis tipo 1
DOID:0070485,oboInOwl:hasExactSynonym,MC4DN23,en,es,MC4DN23
DOID:0070486,oboInOwl:hasExactSynonym,PARK25,en,es,PARQUE25
DOID:0070486,oboInOwl:hasExactSynonym,autosomal recessive early-onset Parkinson disease 25 with impaired intellectual development,en,es,Enfermedad de Parkinson 25 autosómica recesiva de aparición precoz con retraso del desarrollo intelectual
DOID:0070487,oboInOwl:hasExactSynonym,DTDS,en,es,DTDS
DOID:0070488,oboInOwl:hasExactSynonym,atypical DTDS,en,es,DTDS atípico
DOID:0070489,oboInOwl:hasExactSynonym,PKDYS1,en,es,PKDYS1
DOID:0070489,oboInOwl:hasExactSynonym,classic DTDS,en,es,DTDS clásico
DOID:0070489,oboInOwl:hasExactSynonym,infantile parkinsonism-dystonia 1,en,es,parkinsonismo-distonía infantil 1
DOID:0070490,oboInOwl:hasExactSynonym,Brain dopamine-serotonin vesicular transport disease,en,es,Enfermedad del transporte vesicular dopamina-serotonina cerebral
DOID:0070490,oboInOwl:hasExactSynonym,PKDYS2,en,es,PKDYS2
DOID:0070491,oboInOwl:hasExactSynonym,MC4DN1,en,es,MC4DN1
DOID:0070492,oboInOwl:hasExactSynonym,MC4DN3,en,es,MC4DN3
DOID:0070493,oboInOwl:hasExactSynonym,MC4DN4,en,es,MC4DN4
DOID:0070494,oboInOwl:hasExactSynonym,MC4DN7,en,es,MC4DN7
DOID:0070495,oboInOwl:hasExactSynonym,MC4DN8,en,es,MC4DN8
DOID:0070496,oboInOwl:hasExactSynonym,MC4DN10,en,es,MC4DN10
DOID:0070497,oboInOwl:hasExactSynonym,MC4DN11,en,es,MC4DN11
DOID:0070498,oboInOwl:hasExactSynonym,MC4DN12,en,es,MC4DN12
DOID:0070499,oboInOwl:hasExactSynonym,MC4DN14,en,es,MC4DN14
DOID:0070500,oboInOwl:hasExactSynonym,MC4DN15,en,es,MC4DN15
DOID:0070501,oboInOwl:hasExactSynonym,MC4DN16,en,es,MC4DN16
DOID:0070502,oboInOwl:hasExactSynonym,MC4DN17,en,es,MC4DN17
DOID:0070503,oboInOwl:hasExactSynonym,MC4DN18,en,es,MC4DN18
DOID:0070504,oboInOwl:hasExactSynonym,MC4DN19,en,es,MC4DN19
DOID:0070505,oboInOwl:hasExactSynonym,MC4DN20,en,es,MC4DN20
DOID:0070506,oboInOwl:hasExactSynonym,MC4DN21,en,es,MC4DN21
DOID:0070507,oboInOwl:hasExactSynonym,MC4DN22,en,es,MC4DN22
DOID:0070508,oboInOwl:hasExactSynonym,MetALD,en,es,MetALD
DOID:0070508,oboInOwl:hasExactSynonym,metabolic dysfunction and alcohol related liver disease,en,es,disfunción metabólica y enfermedad hepática relacionada con el alcohol
DOID:0070509,oboInOwl:hasExactSynonym,SGS,en,es,SGS
DOID:0070509,oboInOwl:hasExactSynonym,Schinzel-Giedion midface retraction syndrome,en,es,Síndrome de retracción mediofacial de Schinzel-Giedion
DOID:0070510,oboInOwl:hasExactSynonym,IPHAK,en,es,IPHAK
DOID:0070510,oboInOwl:hasExactSynonym,LIPHAK,en,es,LIPHAK
DOID:0070510,oboInOwl:hasExactSynonym,LIPHAK syndrome,en,es,Síndrome de LIPHAK
DOID:0070511,oboInOwl:hasExactSynonym,PMSE,en,es,PMSE
DOID:0070511,oboInOwl:hasExactSynonym,PMSE syndrome,en,es,Síndrome PMSE
DOID:0070511,oboInOwl:hasExactSynonym,Pretzel syndrome,en,es,Síndrome del pretzel
DOID:0070512,oboInOwl:hasExactSynonym,NEDHSS,en,es,NEDHSS
DOID:0070513,oboInOwl:hasExactSynonym,NEDFBA,en,es,NEDFBA
DOID:0070514,oboInOwl:hasExactSynonym,NEDDFL,en,es,NEDDFL
DOID:0070515,oboInOwl:hasExactSynonym,Proximal 16p11.2 microdeletion syndrome,en,es,Síndrome de microdeleción proximal 16p11.2
DOID:0070517,oboInOwl:hasExactSynonym,MCDR2,en,es,MCDR2
DOID:0070519,oboInOwl:hasExactSynonym,AASA dehydrogenase deficiency,en,es,Deficiencia de AASA deshidrogenasa
DOID:0070519,oboInOwl:hasExactSynonym,EPEO4,en,es,EPEO4
DOID:0070519,oboInOwl:hasExactSynonym,PDE-ALDH7A1,en,es,PDE-ALDH7A1
DOID:0070519,oboInOwl:hasExactSynonym,antiquitin deficiency,en,es,deficiencia de antiquitina
DOID:0070520,oboInOwl:hasExactSynonym,PSS1,en,es,PSS1
DOID:0070520,oboInOwl:hasExactSynonym,generalized inflammatory peeling skin syndrome,en,es,síndrome inflamatorio generalizado de descamación de la piel
DOID:0070520,oboInOwl:hasExactSynonym,inflammatory peeling skin syndrome,en,es,síndrome inflamatorio de la piel descamada
DOID:0070520,oboInOwl:hasExactSynonym,peeling skin syndrome type B,en,es,síndrome de la piel descamada tipo B
DOID:0070521,oboInOwl:hasBroadSynonym,APSS,en,es,APSS
DOID:0070521,oboInOwl:hasExactSynonym,PSS2,en,es,PSS2
DOID:0070521,oboInOwl:hasBroadSynonym,acral peeling skin syndrome,en,es,síndrome de descamación acral
DOID:0070521,oboInOwl:hasBroadSynonym,localized peeling skin syndrome,en,es,síndrome de descamación cutánea localizada
DOID:0070522,oboInOwl:hasExactSynonym,PSS3,en,es,PSS3
DOID:0070522,oboInOwl:hasBroadSynonym,peeling skin syndrome type A,en,es,síndrome de la piel descamada tipo A
DOID:0070523,oboInOwl:hasBroadSynonym,AREI,en,es,AREI
DOID:0070523,oboInOwl:hasExactSynonym,PSS4,en,es,PSS4
DOID:0070523,oboInOwl:hasBroadSynonym,autosomal recessive exfoliative ichthyosis,en,es,ictiosis exfoliativa autosómica recesiva
DOID:0070523,oboInOwl:hasBroadSynonym,exfoliative ichthyosis,en,es,ictiosis exfoliativa
DOID:0070523,oboInOwl:hasExactSynonym,ichthyosis bullosa of Siemens-like,en,es,ictiosis bullosa de tipo Siemens
DOID:0070523,oboInOwl:hasBroadSynonym,ichthyosis exfoliativa,en,es,ictiosis exfoliativa
DOID:0070524,oboInOwl:hasExactSynonym,PSS5,en,es,PSS5
DOID:0070524,oboInOwl:hasBroadSynonym,autosomal recessive exfoliative ichthyosis,en,es,ictiosis exfoliativa autosómica recesiva
DOID:0070524,oboInOwl:hasBroadSynonym,exfoliative ichthyosis,en,es,ictiosis exfoliativa
DOID:0070524,oboInOwl:hasBroadSynonym,ichthyosis exfoliativa,en,es,ictiosis exfoliativa
DOID:0070525,oboInOwl:hasExactSynonym,PSS6,en,es,PSS6
DOID:0070525,oboInOwl:hasBroadSynonym,peeling skin syndrome type A,en,es,síndrome de la piel descamada tipo A
DOID:0070526,oboInOwl:hasExactSynonym,"peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads",en,es,"descamación de la piel con leuconiquia, queratosis punteada acral, queilitis y almohadillas en los nudillos"
DOID:0070527,oboInOwl:hasExactSynonym,BMD,en,es,BMD
DOID:0070527,oboInOwl:hasExactSynonym,hard tick-borne relapsing fever,en,es,fiebre recurrente transmitida por garrapatas
DOID:0070528,oboInOwl:hasExactSynonym,CS,en,es,CS
DOID:0070529,oboInOwl:hasExactSynonym,CHD4 Neurodevelopmental Disorder,en,es,CHD4 Trastorno del desarrollo neurológico
DOID:0070529,oboInOwl:hasExactSynonym,CHD4-related neurodevelopmental disorder,en,es,Trastorno del neurodesarrollo relacionado con CHD4
DOID:0070529,oboInOwl:hasExactSynonym,CHD4-related neurodevelopmental syndrome,en,es,Síndrome del neurodesarrollo relacionado con CHD4
DOID:0070529,oboInOwl:hasExactSynonym,SIFRIM-HITZ-WEISS MULTIPLE CONGENITAL ANOMALIES-MENTAL RETARDATION SYNDROME,en,es,SIFRIM-HITZ-WEISS SÍNDROME DE ANOMALÍAS CONGÉNITAS MÚLTIPLES-RETRASO MENTAL
DOID:0070529,oboInOwl:hasExactSynonym,SIHIWES,en,es,SIHIWES
DOID:0070530,oboInOwl:hasExactSynonym,FVH1,en,es,FVH1
DOID:0070530,oboInOwl:hasNarrowSynonym,O'Donnell-Pappas syndrome,en,es,Síndrome de O'Donnell-Pappas
DOID:0070530,oboInOwl:hasExactSynonym,foveal hypoplasia 1 with or without anterior segment anomalies and/or cataract,en,es,hipoplasia foveal 1 con o sin anomalías del segmento anterior y/o catarata
DOID:0070530,oboInOwl:hasNarrowSynonym,foveal hypoplasia-presenile cataract syndrome,en,es,síndrome de hipoplasia foveal-catarata presenil
DOID:0070531,oboInOwl:hasNarrowSynonym,FHONDA,en,es,FHONDA
DOID:0070531,oboInOwl:hasNarrowSynonym,FHONDA syndrome,en,es,Síndrome de FHONDA
DOID:0070531,oboInOwl:hasExactSynonym,FVH2,en,es,FVH2
DOID:0070531,oboInOwl:hasExactSynonym,foveal hypoplasia 2 with or without optic nerve misrouting and/or anterior segment dysgenesis,en,es,hipoplasia foveal 2 con o sin desviación del nervio óptico y/o disgenesia del segmento anterior
DOID:0070531,oboInOwl:hasNarrowSynonym,"foveal hypoplasia, optic nerve decussation defects, and anterior segment dysgenesis",en,es,"hipoplasia foveal, defectos de decusación del nervio óptico y disgenesia del segmento anterior"
DOID:0070533,oboInOwl:hasExactSynonym,LQT16,en,es,LQT16
DOID:0070534,oboInOwl:hasExactSynonym,ALVC,en,es,ALVC
DOID:0070534,oboInOwl:hasExactSynonym,left ventricular ACM,en,es,MAC ventricular izquierda
DOID:0070534,oboInOwl:hasExactSynonym,left-dominant arrhythmogenic cardiomyopathy,en,es,miocardiopatía arritmogénica de predominio izquierdo
DOID:0070535,oboInOwl:hasExactSynonym,biventricular ACM,en,es,MAC biventricular
DOID:0070536,oboInOwl:hasExactSynonym,NEDHLSS,en,es,NEDHLSS
DOID:0070537,oboInOwl:hasExactSynonym,SPATCCM,en,es,SPATCCM
DOID:0070538,oboInOwl:hasExactSynonym,HNRNPH2-RNDD,en,es,HNRNPH2-RNDD
DOID:0070538,oboInOwl:hasExactSynonym,HNRNPH2-related neurodevelopmental disorder,en,es,Trastorno del neurodesarrollo relacionado con HNRNPH2
DOID:0070538,oboInOwl:hasExactSynonym,MRXSB,en,es,MRXSB
DOID:0070538,oboInOwl:hasExactSynonym,"Mental Retardation, X-linked, Syndrome, Bain Type",en,es,"Retraso mental, ligado al X, Síndrome, Tipo Bain"
DOID:0080001,oboInOwl:hasRelatedSynonym,skeletal disease,en,es,enfermedad esquelética
DOID:0080018,oboInOwl:hasExactSynonym,Caisson disease of bone,en,es,Enfermedad ósea de Caisson
DOID:0080018,oboInOwl:hasExactSynonym,DON,en,es,DON
DOID:0080019,oboInOwl:hasExactSynonym,Bakwin-Krida syndrome,en,es,Síndrome de Bakwin-Krida
DOID:0080019,oboInOwl:hasExactSynonym,Pyle's disease,en,es,Enfermedad de Pyle
DOID:0080019,oboInOwl:hasExactSynonym,Pyle-Cohn syndrome,en,es,Síndrome de Pyle-Cohn
DOID:0080020,oboInOwl:hasExactSynonym,Jansen Disease,en,es,Enfermedad de Jansen
DOID:0080020,oboInOwl:hasExactSynonym,Jansen Metaphyseal Dysostosis,en,es,Disostosis metafisaria de Jansen
DOID:0080020,oboInOwl:hasExactSynonym,Jansen metaphyseal chondrodysplasia,en,es,Condrodisplasia metafisaria de Jansen
DOID:0080020,oboInOwl:hasExactSynonym,Murk Jansen Type Metaphyseal Chondrodysplasia,en,es,Condrodisplasia metafisaria tipo Murk Jansen
DOID:0080021,oboInOwl:hasExactSynonym,Japanese type spondylometaphyseal dysplasia,en,es,Displasia espondilometafisaria de tipo japonés
DOID:0080021,oboInOwl:hasExactSynonym,Schmid type metaphyseal dysplasia,en,es,Displasia metafisaria de tipo Schmid
DOID:0080026,oboInOwl:hasExactSynonym,CHONDRODYSTROPHY WITH SENSORINEURAL DEAFNESS,en,es,CONDRODISTROFIA CON SORDERA NEUROSENSORIAL
DOID:0080026,oboInOwl:hasExactSynonym,NANCE-INSLEY SYNDROME,en,es,SÍNDROME DE NANCE-INSLEY
DOID:0080026,oboInOwl:hasExactSynonym,NANCE-SWEENEY CHONDRODYSPLASIA,en,es,CONDRODISPLASIA DE NANCE-SWEENEY
DOID:0080026,oboInOwl:hasExactSynonym,OSMEDB,en,es,OSMEDB
DOID:0080029,oboInOwl:hasExactSynonym,SCAR16,en,es,SCAR16
DOID:0080036,oboInOwl:hasExactSynonym,van Buchem disease,en,es,enfermedad de van Buchem
DOID:0080037,oboInOwl:hasExactSynonym,Worth's syndrome,en,es,Síndrome de Worth
DOID:0080037,oboInOwl:hasExactSynonym,autosomal dominant endosteal hyperostosis,en,es,hiperostosis endosteal autosómica dominante
DOID:0080037,oboInOwl:hasExactSynonym,autosomal dominant osteosclerosis,en,es,osteosclerosis autosómica dominante
DOID:0080037,oboInOwl:hasExactSynonym,benign form of Worth hyperostosis corticalis generalisata with torus platinus,en,es,forma benigna de hiperostosis cortical generalizada de Worth con torus platinus
DOID:0080040,oboInOwl:hasExactSynonym,Baker's disease,en,es,Enfermedad de Baker
DOID:0080042,oboInOwl:hasExactSynonym,SCAR18,en,es,SCAR18
DOID:0080047,oboInOwl:hasExactSynonym,"SPONDYLOEPIPHYSEAL DYSPLASIA, PSEUDOACHONDROPLASTIC",en,es,"DISPLASIA ESPONDILOEPIFISARIA, PSEUDOACONDROPLçSICA"
DOID:0080047,oboInOwl:hasExactSynonym,pseudoachondroplastic dysplasia,en,es,displasia pseudoacondroplásica
DOID:0080050,oboInOwl:hasExactSynonym,acromesomelic dysplasia-1,en,es,displasia acromesomélica-1
DOID:0080051,oboInOwl:hasExactSynonym,acromesomelic dwarfism,en,es,enanismo acromesomélico
DOID:0080051,oboInOwl:hasExactSynonym,acromesomelic dysplasia-2C,en,es,displasia acromesomélica-2C
DOID:0080052,oboInOwl:hasExactSynonym,acromesomelic dysplasia-2A,en,es,displasia acromesomélica-2A
DOID:0080052,oboInOwl:hasExactSynonym,grebe chondrodysplasia,en,es,condrodisplasia del somormujo
DOID:0080053,oboInOwl:hasExactSynonym,Albright hereditary osteodystrophy,en,es,Osteodistrofia hereditaria de Albright
DOID:0080053,oboInOwl:hasExactSynonym,pseudohypoparathyroidism type 1a,en,es,pseudohipoparatiroidismo tipo 1a
DOID:0080054,oboInOwl:hasExactSynonym,achondrogenesis Houston-Harris type,en,es,acondrogénesis tipo Houston-Harris
DOID:0080055,oboInOwl:hasExactSynonym,achondrogenesis Fraccaro type,en,es,acondrogénesis tipo Fraccaro
DOID:0080057,oboInOwl:hasExactSynonym,SCAR15,en,es,SCAR15
DOID:0080058,oboInOwl:hasExactSynonym,SCAR14,en,es,SCAR14
DOID:0080059,oboInOwl:hasExactSynonym,SCAR7,en,es,SCAR7
DOID:0080060,oboInOwl:hasExactSynonym,SCAR12,en,es,SCAR12
DOID:0080061,oboInOwl:hasExactSynonym,SCAR2,en,es,SCAR2
DOID:0080062,oboInOwl:hasExactSynonym,SCAR13,en,es,SCAR13
DOID:0080063,oboInOwl:hasExactSynonym,SCAR11,en,es,SCAR11
DOID:0080064,oboInOwl:hasExactSynonym,SCAR17,en,es,SCAR17
DOID:0080065,oboInOwl:hasExactSynonym,Lichtenstein-Knorr syndrome,en,es,Síndrome de Lichtenstein-Knorr
DOID:0080065,oboInOwl:hasExactSynonym,SCAR19,en,es,SCAR19
DOID:0080066,oboInOwl:hasExactSynonym,SCAR20,en,es,SCAR20
DOID:0080067,oboInOwl:hasExactSynonym,hereditary motor and sensory neuropathy with pyramidal features,en,es,neuropatía hereditaria motora y sensitiva con rasgos piramidales
DOID:0080068,oboInOwl:hasExactSynonym,hereditary motor and sensory neuropathy type 6,en,es,neuropatía motora y sensitiva hereditaria de tipo 6
DOID:0080070,oboInOwl:hasExactSynonym,I-cell disease,en,es,Enfermedad de células I
DOID:0080070,oboInOwl:hasExactSynonym,inclusion-cell disease,en,es,enfermedad de células de inclusión
DOID:0080070,oboInOwl:hasExactSynonym,mucolipidosis II,en,es,mucolipidosis II
DOID:0080071,oboInOwl:hasExactSynonym,mucolipidosis III,en,es,mucolipidosis III
DOID:0080071,oboInOwl:hasExactSynonym,pseudo-Hurler polydystrophy,en,es,polidistrofia de pseudo-Hurler
DOID:0080072,oboInOwl:hasExactSynonym,Chronic intestinal pseudo-obstruction,en,es,Seudoobstrucción intestinal crónica
DOID:0080072,oboInOwl:hasExactSynonym,neuronal intestinal dysplasia,en,es,displasia intestinal neuronal
DOID:0080092,oboInOwl:hasExactSynonym,autosomal recessive limb-girdle muscular dystrophy type 2R,en,es,distrofia muscular de cinturas autosómica recesiva de tipo 2R
DOID:0080092,oboInOwl:hasExactSynonym,desminopathy,en,es,desminopatía
DOID:0080093,oboInOwl:hasExactSynonym,alpha-b crystallinopathy,en,es,cristalinopatía alfa-b
DOID:0080094,oboInOwl:hasExactSynonym,LGMD 1A,en,es,LGMD 1A
DOID:0080094,oboInOwl:hasExactSynonym,autosomal dominant limb-girdle muscular dystrophy type 1A,en,es,distrofia muscular de cinturas autosómica dominante de tipo 1A
DOID:0080094,oboInOwl:hasExactSynonym,myotilinopathy,en,es,miotilinopatía
DOID:0080094,oboInOwl:hasExactSynonym,spheroid body myopathy,en,es,miopatía de cuerpo esferoide
DOID:0080095,oboInOwl:hasExactSynonym,zaspopathy,en,es,zaspopatía
DOID:0080096,oboInOwl:hasExactSynonym,filaminopathy,en,es,filaminopatía
DOID:0080097,oboInOwl:hasRelatedSynonym,BAG3-related myofibrillar myopathy,en,es,Miopatía miofibrilar relacionada con BAG3
DOID:0080109,oboInOwl:hasExactSynonym,lipofibromatosis,en,es,lipofibromatosis
DOID:0080110,oboInOwl:hasExactSynonym,multiple pterygium syndrome,en,es,síndrome del pterigión múltiple
DOID:0080119,oboInOwl:hasExactSynonym,mitochondrial DNA depletion syndrome 1 (MNGIE type),en,es,síndrome de depleción del ADN mitocondrial 1 (tipo MNGIE)
DOID:0080119,oboInOwl:hasExactSynonym,"mitochondrial neurogastrointestinal encephalopathy syndrome, TYMP-related",en,es,"síndrome de encefalopatía neurogastrointestinal mitocondrial, relacionado con TYMP"
DOID:0080120,oboInOwl:hasExactSynonym,"TK2-related mitochondrial DNA depletion syndrome, myopathic form",en,es,"Síndrome de depleción del ADN mitocondrial relacionado con TK2, forma miopática"
DOID:0080121,oboInOwl:hasExactSynonym,deoxyguanosine kinase deficiency,en,es,deficiencia de desoxiguanosina cinasa
DOID:0080122,oboInOwl:hasExactSynonym,Alper's syndrome,en,es,Síndrome de Alper
DOID:0080122,oboInOwl:hasExactSynonym,Alpers disease,en,es,Enfermedad de Alpers
DOID:0080122,oboInOwl:hasExactSynonym,Alpers progressive infantile poliodystrophy,en,es,Polidistrofia infantil progresiva de Alpers
DOID:0080122,oboInOwl:hasExactSynonym,Alpers syndrome,en,es,Síndrome de Alpers
DOID:0080122,oboInOwl:hasExactSynonym,Alpers' disease or gray-matter degeneration,en,es,Enfermedad de Alpers o degeneración de la materia gris
DOID:0080122,oboInOwl:hasExactSynonym,Diffuse Cerebral Sclerosis of Schilder,en,es,Esclerosis cerebral difusa de Schilder
DOID:0080122,oboInOwl:hasExactSynonym,mitochondrial DNA depletion syndrome 4a,en,es,síndrome de depleción del ADN mitocondrial 4a
DOID:0080122,oboInOwl:hasExactSynonym,progressive sclerosing poliodystrophy,en,es,poliodistrofia esclerosante progresiva
