set,clase,etiqueta,def
1,http://purl.obolibrary.org/obo/DOID_0060428,síndrome asociado al SATB2,"Síndrome que tiene_como_base cambios genéticos que afectan al gen SATB2 y que se caracteriza por una discapacidad intelectual de leve a grave, un retraso o ausencia de la capacidad de hablar, anomalías graves del habla, anomalías del paladar, anomalías de los dientes, problemas de comportamiento con o sin anomalías óseas o cerebrales, y aparición antes de los 2 años."
1,http://purl.obolibrary.org/obo/DOID_0060429,síndrome de duplicación cromosómica,Enfermedad cromosómica que tiene_como_base copias extra de una región cromosómica.
1,http://purl.obolibrary.org/obo/DOID_0060430,síndrome de duplicación del cromosoma 16p11.2,"Síndrome de duplicación cromosómica que tiene_como_base duplicación de la región cromosómica 16p11.2 y que se caracteriza por bajo peso, cabeza pequeña y retraso en el desarrollo, especialmente en el habla y el lenguaje."
1,http://purl.obolibrary.org/obo/DOID_0060431,síndrome de duplicación del cromosoma 16p13.3,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 16p13.3.
1,http://purl.obolibrary.org/obo/DOID_0060432,síndrome de duplicación del cromosoma 17p13.3,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 17p13.3.
1,http://purl.obolibrary.org/obo/DOID_0060433,síndrome de duplicación del cromosoma 17q12,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 17q12.
1,http://purl.obolibrary.org/obo/DOID_0060434,síndrome de duplicación del cromosoma 17q21.31,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 17q21.31.
1,http://purl.obolibrary.org/obo/DOID_0060435,síndrome de duplicación del cromosoma 1q21.1,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 1q21.1.
1,http://purl.obolibrary.org/obo/DOID_0060436,síndrome de microduplicación del cromosoma 22q11.2,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 22q11.2.
1,http://purl.obolibrary.org/obo/DOID_0060437,síndrome de duplicación del cromosoma 22q13,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 22q13.
1,http://purl.obolibrary.org/obo/DOID_0060438,síndrome de Cole-Carpenter,"Una osteogénesis imperfecta caracterizada por craneosinostosis, hidrocefalia comunicante, proptosis ocular, marcado retraso del crecimiento postnatal y aspecto facial característico."
1,http://purl.obolibrary.org/obo/DOID_12347,osteogénesis imperfecta,Una osteocondrodisplasia que tiene_como_base una deficiencia de colágeno de tipo I que da lugar a huesos frágiles y tejido conectivo defectuoso.
1,http://purl.obolibrary.org/obo/DOID_0060439,intolerancia a las proteínas lisinúricas,"Trastorno metabólico de los aminoácidos caracterizado por la incapacidad del organismo para descomponer eficazmente la lisina, la arginina y la ornitina y por una hiperdiaminoaciduria renal, especialmente lisinuria, y por una formación alterada de urea con hiperamonemia después de la ingestión de proteínas. tiene_como_base una mutación homocigota o heterocigota compuesta en el gen transportador de aminoácidos SLC7A7 en el cromosoma 14q11."
1,http://purl.obolibrary.org/obo/DOID_0060440,distrofia epitelial y subepitelial,Distrofia corneal que afecta principalmente al epitelio corneal y a su membrana basal.
1,http://purl.obolibrary.org/obo/DOID_2566,distrofia corneal,
1,http://purl.obolibrary.org/obo/DOID_0060441,distrofia epitelio-estromal TGFBI,Una distrofia corneal que se caracteriza por el depósito anormal de proteínas en la córnea y está causada por mutaciones en el gen TGFBI del cromosoma 5q.
1,http://purl.obolibrary.org/obo/DOID_0060442,distrofia estromal,Una distrofia corneal que afecta al estroma corneal.
1,http://purl.obolibrary.org/obo/DOID_0060443,distrofia endotelial corneal,Distrofia corneal que afecta al endotelio corneal y/o a la membrana de descemet.
1,http://purl.obolibrary.org/obo/DOID_0060444,distrofia corneal granular 2,"Una distrofia granular de la córnea que se caracteriza por erosiones recurrentes y opacificación estrellada o en forma de espina que se_ubica_en la córnea, depósitos hialinos y amiloides en el estroma y pérdida progresiva de la visión en etapas posteriores de la vida, y tiene_como_base la herencia autosómica dominante de la mutación del gen inducido por el factor de crecimiento transformante beta en el cromosoma 5q31.1, que codifica la queratoepitelina. Las anomalías conducen a un aumento de la deposición de proteínas hialinas y amiloides y a la alteración de la superficie corneal."
1,http://purl.obolibrary.org/obo/DOID_12318,distrofia corneal granular,Una distrofia epitelio-estromal por TGFBI que se caracteriza por la acumulación progresiva de depósitos en las capas de la córnea.
1,http://purl.obolibrary.org/obo/DOID_0060446,distrofia corneal endotelial ligada al cromosoma X,"Una distrofia endotelial corneal que se caracteriza por una opacidad corneal congénita en vidrio deslustrado o una neblina corneal difusa, y visión borrosa en pacientes varones."
1,http://purl.obolibrary.org/obo/DOID_0060447,distrofia de la membrana basal epitelial,Distrofia epitelial y subepitelial que se caracteriza por zonas de membrana basal en forma de lámina que se originan en las células epiteliales basales del epitelio corneal y se extienden superficialmente en el epitelio.
1,http://purl.obolibrary.org/obo/DOID_0060448,distrofia corneal de Fleck,"Una distrofia estromal que se caracteriza por numerosas motas blancas diminutas, en forma de puntos, dispersas en todas las capas del estroma corneal y que tiene_como_base una mutación heterocigota en el gen PIKFYVE del cromosoma 2q34."
1,http://purl.obolibrary.org/obo/DOID_0060449,distrofia corneal gelatinosa en forma de gota,"Una distrofia epitelial y subepitelial que se caracteriza por una amiloidosis corneal grave que conduce a la ceguera y que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen TACSTD2, que codifica el antígeno GA733-1, definido por anticuerpos monoclonales y asociado a tumores, en el cromosoma 1p32."
1,http://purl.obolibrary.org/obo/DOID_0060450,distrofia corneal epitelial de Lisch,"Una distrofia epitelial y subepitelial que se caracteriza por opacidades bilaterales o unilaterales, grises, en forma de banda y plumosas que a veces aparecen en patrones verticilados."
1,http://purl.obolibrary.org/obo/DOID_0060451,distrofia corneal de Meesmann,Una distrofia epitelial y subepitelial que se caracteriza por la formación de pequeños quistes redondos en el epitelio corneal.
1,http://purl.obolibrary.org/obo/DOID_0060452,distrofia corneal amorfa posterior,"Distrofia estromal que se caracteriza por zonas de opacificación irregulares en forma de lámina con afectación de la membrana de Descemet y, en algunos casos, alteraciones del mosaico endotelial normal y que tiene_como_base un síndrome de deleción génica contigua del cromosoma 12q21.33."
1,http://purl.obolibrary.org/obo/DOID_0060453,distrofia corneal de Reis-Bucklers,"Una distrofia epitelio-estromal TGFBI que se caracteriza por erosiones recurrentes y opacificación geográfica irregular que se_ubica_en la córnea, depósitos proteináceos en el estroma anterior y el subepitelio, y pérdida progresiva y temprana de la visión, y tiene_como_base la mutación heterocigótica del gen inducido por el factor de crecimiento transformante beta localizado en el cromosoma 5q31.1, que codifica la queratoepitelina. Las anomalías conducen a un aumento del depósito de proteínas y a la alteración, especialmente, de la membrana de Bowman de la córnea."
1,http://purl.obolibrary.org/obo/DOID_0060454,distrofia corneal mucinosa subepitelial,Una distrofia epitelial y subepitelial que se caracteriza por erosiones corneales frecuentes y recurrentes en la primera década de vida.
1,http://purl.obolibrary.org/obo/DOID_0060455,distrofia corneal de Thiel-Behnke,"Una distrofia epitelio-estromal TGFBI que se caracteriza por erosiones recurrentes y opacificación en forma de panal que se_ubica_en la córnea, depósitos proteináceos en el estroma anterior y el subepitelio, y pérdida progresiva de visión precoz, y tiene_como_base la herencia autosómica dominante de la mutación heterocigótica del gen inducido por el factor de crecimiento transformador beta localizado en el cromosoma 5q31.1, que codifica la queratoepitelina. Las anomalías conducen a un aumento del depósito de proteínas y a la alteración, especialmente, de la membrana de Bowman de la córnea."
1,http://purl.obolibrary.org/obo/DOID_0060456,distrofia corneal de Schnyder,Una distrofia estromal que se caracteriza por el depósito anormal de colesterol y fosfolípidos en la córnea y que tiene_como_base una mutación heterocigota en el gen UBAID1 del cromosoma 1p36.
1,http://purl.obolibrary.org/obo/DOID_0060457,distrofia corneal polimorfa posterior,Una distrofia corneal que se caracteriza por cambios en la membrana de Descemet y la capa endotelial.
1,http://purl.obolibrary.org/obo/DOID_0060458,síndrome de duplicación del cromosoma 2q31.1,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 2q31.1.
1,http://purl.obolibrary.org/obo/DOID_0060459,síndrome de microduplicación del cromosoma 3q29,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 3q29.
1,http://purl.obolibrary.org/obo/DOID_0060460,síndrome de duplicación del cromosoma 5p13,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica 5p13.
1,http://purl.obolibrary.org/obo/DOID_0060461,síndrome de duplicación del cromosoma Xp11.23-p11.22,Síndrome de duplicación cromosómica que tiene_como_base la duplicación de la región cromosómica Xp11.23-p11.22.
1,http://purl.obolibrary.org/obo/DOID_0060462,displasia de Desbuquois,"Una osteocondrodisplasia caracterizada por baja estatura, laxitud articular, escoliosis y osificación avanzada del carpo con una falange delta."
1,http://purl.obolibrary.org/obo/DOID_0060463,carcinoma de la línea media NUT,"Un carcinoma que se caracteriza por una translocación BRD4-NUT que implica el reordenamiento de la proteína 4 que contiene bromodominio (BRD4) y el gen que codifica la proteína nuclear del testículo (NUT) en 15q14, BRD4-NUT t(15."
1,http://purl.obolibrary.org/obo/DOID_0060464,síndrome de Feingold,"Síndrome caracterizado por combinaciones variables de microcefalia, malformaciones de las extremidades, atresias esofágicas y duodenales y problemas de aprendizaje/retraso mental."
1,http://purl.obolibrary.org/obo/DOID_0060465,fibrocondrogénesis,"Una osteocondrodisplasia que se caracteriza por huesos largos acortados en brazos y piernas que son inusualmente anchos en los extremos, vértebras aplanadas con una característica forma comprimida o de pera, y un tórax muy estrecho en los bebés con costillas cortas y anchas y un abdomen redondo y prominente."
1,http://purl.obolibrary.org/obo/DOID_0060466,fibromatosis gingival,"Sobrecrecimiento gingival caracterizado por un agrandamiento benigno, lentamente progresivo, no hemorrágico y fibroso de la mucosa masticatoria oral."
1,http://purl.obolibrary.org/obo/DOID_3086,sobrecrecimiento gingival,
1,http://purl.obolibrary.org/obo/DOID_0060467,sinostosis humerorradial,"Una sinostosis que se caracteriza por la fusión uni o bilateral de los huesos húmero y radio a nivel del codo, con o sin deficiencia cubital y carpiano/metacarpiana asociada, que provoca la pérdida de movilidad del codo y, en muchos casos, la incapacidad funcional del brazo."
1,http://purl.obolibrary.org/obo/DOID_0060468,síndrome de Holt-Oram,Síndrome caracterizado por anomalías congénitas que se_ubica_en el corazón y se_ubica_en el miembro superior.
1,http://purl.obolibrary.org/obo/DOID_0060469,síndrome de lisencefalia de Miller-Dieker,"Un síndrome caracterizado por lisencefalia clásica y rasgos faciales distintivos y que tiene_como_base deleciones submicroscópicas de 17p13.3, incluyendo el gen LIS1."
1,http://purl.obolibrary.org/obo/DOID_0060470,síndrome de sal y pimienta,"Síndrome caracterizado por discapacidad intelectual grave, epilepsia, escoliosis, coreoatetosis, rasgos faciales dismórficos y pigmentación dérmica alterada que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen SIAT9 del cromosoma 2p11.2."
1,http://purl.obolibrary.org/obo/DOID_0060471,síndrome de valproato fetal,"Síndrome caracterizado por un aspecto facial distintivo, un conjunto de anomalías menores y mayores y una disfunción del sistema nervioso central."
1,http://purl.obolibrary.org/obo/DOID_0060472,síndrome de Kindler,"Enfermedad cutánea caracterizada por ampollas congénitas, atrofia cutánea, fotosensibilidad, fragilidad cutánea y descamación."
1,http://purl.obolibrary.org/obo/DOID_0060473,síndrome de Kabuki,"Síndrome caracterizado por múltiples anomalías congénitas y retraso mental. Otras características son una gestualidad facial peculiar, baja estatura, anomalías esqueléticas y viscerales, anomalías cardíacas y defectos inmunológicos."
1,http://purl.obolibrary.org/obo/DOID_0060474,eritrocitosis familiar 2,Una policitemia primaria que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen VHL (608537) en el cromosoma 3p25.
1,http://purl.obolibrary.org/obo/DOID_10780,policitemia primaria,Una policitemia que tiene_como_base factores intrínsecos a los precursores de los glóbulos rojos.
1,http://purl.obolibrary.org/obo/DOID_0060475,epilepsia mioclónica-atónica,Una epilepsia generalizada idiopática caracterizada por la aparición de múltiples tipos de crisis en los primeros años de vida y asociada a un mal pronóstico. Los individuos afectados presentan regresión cognitiva y discapacidad intelectual y que tiene_como_base una mutación heterocigota en el gen SLC6A1 del cromosoma 3p25.
1,http://purl.obolibrary.org/obo/DOID_0060476,síndrome de Perlman,"Síndrome caracterizado por polihidramnios con macrosomía neonatal, nefromegalia, aspecto facial característico, displasia renal, nefroblastomatosis y predisposición al tumor de Wilms. Presenta similitudes con el síndrome de Beckwith-Wiedemann."
1,http://purl.obolibrary.org/obo/DOID_0060478,fiebre del Zika,"Enfermedad infecciosa vírica que tiene_como_base el virus del Zika, que se_transmite_por mosquitos Aedes aegypti y se dirige a las células progenitoras neurales y a las células neuronales en todas las fases de maduración y tiene_como_síntoma fiebre, tiene_como_síntoma erupciones cutáneas, tiene_como_síntoma dolores de cabeza y tiene_como_síntoma dolores articulares."
1,http://purl.obolibrary.org/obo/DOID_0060479,síndrome de Shwachman-Diamond,"Síndrome caracterizado por insuficiencia pancreática exocrina, insuficiencia de la médula ósea y anomalías esqueléticas."
1,http://purl.obolibrary.org/obo/DOID_0060480,no compactación ventricular izquierda,Una miocardiopatía intrínseca caracterizada por un aspecto morfológico distintivo (esponjoso) del miocardio del VI.
1,http://purl.obolibrary.org/obo/DOID_0060481,síndrome de Goldberg-Shprintzen,"Síndrome caracterizado por discapacidad intelectual, gestualidad facial específica y enfermedad de Hirschsprung y que tiene_como_base una mutación homocigota en el gen KIAA1279 del cromosoma 10q21.1."
1,http://purl.obolibrary.org/obo/DOID_0060482,síndrome oculoauricular,"Síndrome caracterizado por microcórnea, microftalmia, disgenesia del segmento anterior, catarata, coloboma de varias partes del ojo, anomalías del epitelio pigmentario de la retina y distrofia de conos y bastones y un lóbulo auricular hendido particular."
1,http://purl.obolibrary.org/obo/DOID_0060483,síndrome de MEDNIK,"Síndrome caracterizado por retraso mental, enteropatía, sordera, neuropatía periférica, ictiosis y queratodermia. Está causado por una mutación homocigota en el gen AP1S1 del cromosoma 7q22."
1,http://purl.obolibrary.org/obo/DOID_0060484,síndrome de EAST,"Síndrome caracterizado por convulsiones, sordera neurosensorial, ataxia, retraso mental y desequilibrio electrolítico y que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen KCNJ10 del cromosoma 1q23."
1,http://purl.obolibrary.org/obo/DOID_0060485,síndrome de Mowat-Wilson,"Síndrome caracterizado por rasgos faciales distintivos, discapacidad intelectual, retraso en el desarrollo, enfermedad de Hirschsprung y que tiene_como_base una mutación heterocigota de novo en el gen ZEB2 del cromosoma 2q22."
1,http://purl.obolibrary.org/obo/DOID_0060486,síndrome de Perry,"Un síndrome caracterizado por parkinsonismo, hipoventilación, depresión y pérdida de peso y que tiene_como_base una mutación heterocigota en el gen DCTN1 del cromosoma 2p13."
1,http://purl.obolibrary.org/obo/DOID_0060488,síndrome de Pitt-Hopkins,"Síndrome caracterizado por discapacidad intelectual y retraso del desarrollo, problemas respiratorios, convulsiones recurrentes y rasgos faciales distintivos y que tiene_como_base mutaciones heterocigóticas de novo en el gen TCF4 del cromosoma 18q21."
1,http://purl.obolibrary.org/obo/DOID_0060490,displasia inmuno-ósea de Schimke,"Una displasia espondiloepifisaria caracterizada por baja estatura con máculas hiperpigmentadas, facies inusual, proteinuria con insuficiencia renal progresiva, linfopenia con infecciones recurrentes e isquemia cerebral. tiene_como_base mutaciones en el gen SMARCAL1."
1,http://purl.obolibrary.org/obo/DOID_0060491,síndrome de SPOAN,"Enfermedad neurodegenerativa caracterizada por paraplejia espástica, neuropatía axonal, disartria, sobresalto acústico y atrofia óptica congénita y que tiene_como_base una mutación homocigota en el gen KLC2 del cromosoma 11q13.2."
1,http://purl.obolibrary.org/obo/DOID_0060492,alergia al huevo de gallina,Una alergia al huevo provocada por los huevos de Gallus gallus.
1,http://purl.obolibrary.org/obo/DOID_4377,alergia al huevo,"Alergia alimentaria que es una alergia o hipersensibilidad a sustancias alimentarias procedentes de la yema o la clara del huevo, que provoca una reacción exagerada del sistema inmunitario que puede dar lugar a síntomas físicos graves."
1,http://purl.obolibrary.org/obo/DOID_0060495,alergia al marisco,Alergia alimentaria provocada por Crustáceos o Moluscos.
1,http://purl.obolibrary.org/obo/DOID_0060497,alergia al polen,Una alergia respiratoria provocada por el polen.
1,http://purl.obolibrary.org/obo/DOID_0060498,alergia a la hierba timotea,Alergia al polen provocada por el polen de Phleum pratense.
1,http://purl.obolibrary.org/obo/DOID_0060499,neuropatía autoinmune,Enfermedad autoinmune del sistema nervioso central causada por una respuesta autoinmune.
1,http://purl.obolibrary.org/obo/DOID_0060502,alergia gastrointestinal,Una enfermedad alérgica que se_ubica_en el tracto gastrointestinal.
1,http://purl.obolibrary.org/obo/DOID_0060503,alergia a la fruta,Una alergia alimentaria desencadenada por un producto de fruta vegetal.
1,http://purl.obolibrary.org/obo/DOID_0060504,alergia a la manzana,Una alergia a la fruta provocada por un producto alimenticio a base de fruta de la planta Malus domestica.
1,http://purl.obolibrary.org/obo/DOID_0060505,alergia al albaricoque,Alergia a la fruta provocada por un producto alimenticio a base de fruta de la planta Prunus armeniaca.
1,http://purl.obolibrary.org/obo/DOID_0060506,alergia a la cereza,Una alergia a la fruta provocada por un producto alimenticio a base de fruta de la planta Prunus avium.
1,http://purl.obolibrary.org/obo/DOID_0060507,alergia a la ciruela india,Una alergia a la fruta provocada por un producto alimenticio a base de fruta de la planta Ziziphus mauritiana.
1,http://purl.obolibrary.org/obo/DOID_0060508,alergia a la naranja,Una alergia a la fruta provocada por un producto alimenticio a base de fruta vegetal Citrus sinensis.
1,http://purl.obolibrary.org/obo/DOID_0060509,alergia al melón,Alergia a la fruta provocada por un producto alimenticio a base de fruta de la planta Cucumis melo.
1,http://purl.obolibrary.org/obo/DOID_0060510,alergia al melocotón,Una alergia a la fruta provocada por un producto alimenticio a base de fruta de la planta Prunus persica.
1,http://purl.obolibrary.org/obo/DOID_0060511,alergia a la ciruela,Alergia a la fruta provocada por un producto alimenticio a base de fruta de la planta Prunus domestica.
1,http://purl.obolibrary.org/obo/DOID_0060512,alergia al tomate,Una alergia a la fruta provocada por un producto alimenticio a base de fruta de la planta Solanum lycopersicum.
1,http://purl.obolibrary.org/obo/DOID_0060513,alergia al pescado,Una alergia alimentaria provocada por el pescado.
1,http://purl.obolibrary.org/obo/DOID_0060514,alergia al bacalao del Atlántico,Una alergia al pescado provocada por el Gadus morhua.
1,http://purl.obolibrary.org/obo/DOID_0060515,alergia al salmón atlántico,Una alergia al pescado provocada por el Salmo salar.
1,http://purl.obolibrary.org/obo/DOID_0060516,alergia a la carpa,Una alergia al pescado provocada por el Cyprinus carpio.
1,http://purl.obolibrary.org/obo/DOID_0060517,alergia al pez cebra,Una alergia a los peces provocada por Danio rerio.
1,http://purl.obolibrary.org/obo/DOID_0060518,alergia a la trucha arcoíris,Una alergia al pescado provocada por el Oncorhynchus mykiss.
1,http://purl.obolibrary.org/obo/DOID_0060520,alergia a la penicilina,Una alergia a los betalactámicos provocada por la penicilina.
1,http://purl.obolibrary.org/obo/DOID_0060521,alergia a la leche de vaca,Una alergia a la leche provocada por la leche de Bos taurus.
1,http://purl.obolibrary.org/obo/DOID_4376,alergia a la leche,"Alergia alimentaria que provoca una reacción inmunológica adversa a una o varias de las proteínas de la leche de vaca y/o de la leche de otros animales, que normalmente son inocuas para el individuo no alérgico."
1,http://purl.obolibrary.org/obo/DOID_0060522,alergia a la leche de cabra,Una alergia a la leche provocada por la leche de Capra hircus.
1,http://purl.obolibrary.org/obo/DOID_0060523,alergia a los moluscos,Alergia al marisco provocada por Mollusca.
1,http://purl.obolibrary.org/obo/DOID_0060525,alergia a los camarones marrones,Una alergia a los crustáceos provocada por el Farfantepenaeus aztecus.
1,http://purl.obolibrary.org/obo/DOID_0060526,alergia al cangrejo,Una alergia a los crustáceos provocada por la paramamosina de Scylla.
1,http://purl.obolibrary.org/obo/DOID_0060527,alergia al langostino indio,Una alergia a los crustáceos provocada por el Fenneropenaeus indicus.
1,http://purl.obolibrary.org/obo/DOID_0060528,alergia al langostino tigre,Una alergia a los crustáceos provocada por el Penaeus monodon.
1,http://purl.obolibrary.org/obo/DOID_0060529,alergia a los camarones blancos,Una alergia a los crustáceos provocada por el Litopenaeus vannamei.
1,http://purl.obolibrary.org/obo/DOID_0060530,alergia al caracol,Una alergia a los moluscos provocada por los caracoles.
1,http://purl.obolibrary.org/obo/DOID_0060531,alergia al caracol turbante,Una alergia provocada por el caracol turbante cornudo.
1,http://purl.obolibrary.org/obo/DOID_0060532,alergia al látex,Enfermedad alérgica provocada por el látex.
1,http://purl.obolibrary.org/obo/DOID_0060534,adenocarcinoma hepatoide,"Un adenocarcinoma con características morfológicas similares al carcinoma hepatocelular, que surge de un lugar anatómico distinto del hígado."
1,http://purl.obolibrary.org/obo/DOID_0060535,síndrome de rotura de Varsovia,"Síndrome caracterizado principalmente por microcefalia congénita grave, restricción del crecimiento e hipoacusia neurosensorial debida a hipoplasia coclear y que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen DDX11 del cromosoma 12p11."
1,http://purl.obolibrary.org/obo/DOID_0060536,deficiencia del complejo I mitocondrial,"Enfermedad del metabolismo mitocondrial caracterizada por una amplia gama de manifestaciones que incluyen acidosis láctica marcada y a menudo mortal, cardiomiopatía, leucoencefalopatía, miopatía pura y hepatopatía con tubulopatía. Entre los numerosos fenotipos clínicos observados se encuentran el síndrome de Leigh, la neuropatía óptica hereditaria de Leber y el síndrome MELAS. Puede tener una base material en mutaciones en múltiples genes diferentes, tanto codificados en el núcleo como en la mitocondria."
1,http://purl.obolibrary.org/obo/DOID_0060537,deficiencia del complejo mitocondrial II,"Una enfermedad del metabolismo mitocondrial caracterizada por un fenotipo muy variable. Algunos pacientes presentan una afectación multisistémica del cerebro, el corazón, los músculos, el hígado y los riñones que provoca la muerte en la infancia, mientras que otros solo tienen una afectación cardíaca o muscular aislada con aparición en la edad adulta y cognición normal. tiene_como_base una mutación homocigota o heterocigota compuesta en el gen SDHA codificado nuclearmente en el cromosoma 5p, el gen SDHAF1 codificado nuclearmente en el cromosoma 19q o el gen SDHD codificado nuclearmente en el cromosoma 11q23."
1,http://purl.obolibrary.org/obo/DOID_0060538,púrpura fulminans,"Una púrpura caracterizada por manchas de sangre, hematomas y decoloración de la piel como resultado de la coagulación en pequeños vasos sanguíneos dentro de la piel y que conduce rápidamente a la necrosis cutánea y a la coagulación intravascular diseminada. A menudo es mortal."
1,http://purl.obolibrary.org/obo/DOID_3326,púrpura,
1,http://purl.obolibrary.org/obo/DOID_0060539,síndrome de Hermansky-Pudlak 1,Síndrome de Hermansky-Pudlak que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen HPS1 del cromosoma 10q24.
1,http://purl.obolibrary.org/obo/DOID_3753,síndrome de Hermansky-Pudlak,"Síndrome caracterizado por albinismo oculocutáneo, problemas hemorrágicos debidos a un defecto en la reserva de plaquetas, deficiencia visual y acumulación lisosomal de lipofuscina ceroide."
1,http://purl.obolibrary.org/obo/DOID_0060540,síndrome de Hermansky-Pudlak 2,Síndrome de Hermansky-Pudlak que tiene_como_base mutación homocigota o heterocigota compuesta en el gen que codifica la subunidad beta-3A del complejo AP3 (AP3B1) en el cromosoma 5q14.1.
1,http://purl.obolibrary.org/obo/DOID_0060541,síndrome de Hermansky-Pudlak 3,Síndrome de Hermasky-Pudlak que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen HPS3 del cromosoma 3q24.
1,http://purl.obolibrary.org/obo/DOID_0060542,síndrome de Hermansky-Pudlak 4,Síndrome de Hermansky-Pudlak que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen HPS4 del cromosoma 22q12.1.
1,http://purl.obolibrary.org/obo/DOID_0060543,síndrome de Hermansky-Pudlak 5,Un síndrome de Hermansky-Pudlak que tiene_como_base una mutación homocigota en el gen HPS5 del cromosoma 11p14.
1,http://purl.obolibrary.org/obo/DOID_0060544,síndrome de Hermansky-Pudlak 6,Síndrome de Hermansky-Pudlak que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen HPS6 del cromosoma 10q24.
1,http://purl.obolibrary.org/obo/DOID_0060545,síndrome de Hermansky-Pudlak 7,Un síndrome de Hermansky-Pudlak que tiene_como_base una mutación homocigota en el gen DTNBP1 del cromosoma 6p22.3.
1,http://purl.obolibrary.org/obo/DOID_0060546,síndrome de Hermansky-Pudlak 8,Un síndrome de Hermansky-Pudlak que tiene_como_base una mutación homocigota en el gen BLOC1S3 del cromosoma 19q13.
1,http://purl.obolibrary.org/obo/DOID_0060547,síndrome de Hermansky-Pudlak 9,Un síndrome de Hermansky-Pudlak que tiene_como_base una mutación homocigota en el gen que codifica la paladina (BLOC1S6) en el cromosoma 15q21.
1,http://purl.obolibrary.org/obo/DOID_0060548,carcinoma de mama luminal A,"Carcinoma de mama que se caracteriza por una elevada expresión de genes característicos de las células epiteliales luminales, entre ellos el receptor de estrógenos (RE), la proteína regulada por estrógenos LIV-1 y los factores de transcripción factor nuclear hepatocitario 3, HNF3A, XBP1 y GATA 3."
1,http://purl.obolibrary.org/obo/DOID_0060549,síndrome de Barber-Say,"Síndrome caracterizado d por la asociación de crecimiento excesivo de vello (hipertricosis), piel fina y frágil (atrófica), párpados vueltos hacia fuera (ectropión) y boca grande (macrostomía). Se trata de una mutación heterocigota en el gen TWIST2 del cromosoma 2q37."
1,http://purl.obolibrary.org/obo/DOID_0060550,síndrome de abléfaron-macrostomía,"Síndrome caracterizado por abléfaron, macrostomía, orejas externas anormales, sindactilia de manos y pies, piel seca y áspera o pliegues cutáneos redundantes, pelo ausente o escaso, malformaciones genitales y retraso del desarrollo y que tiene_como_base una mutación heterocigota en el gen TWIST2 del cromosoma 2q37."
1,http://purl.obolibrary.org/obo/DOID_0060551,poiquilodermia con neutropenia,"Enfermedad cutánea caracterizada por poiquilodermia, uñas hiperqueratósicas, hiperqueratosis generalizada en palmas de las manos y plantas de los pies, neutropenia, baja estatura e infecciones pulmonares recurrentes y tiene_como_base una mutación en el gen C16ORF57 del cromosoma 16q13."
1,http://purl.obolibrary.org/obo/DOID_0060556,síndrome de Kufor-Rakeb,"Enfermedad de Parkinson de aparición precoz que se caracteriza por parálisis supranuclear de la mirada, espasticidad y demencia y que tiene_como_base una mutación homocigota o heterocigota compuesta en un gen codificador de la ATPasa lisosómica de tipo 5 en el cromosoma 1p36."
1,http://purl.obolibrary.org/obo/DOID_0060557,ataxia con apraxia oculomotora tipo 3,Una ataxia cerebelosa autosómica recesiva que se caracteriza por una coordinación y un equilibrio deficientes (ataxia) que empeoran con el tiempo y que tiene_como_base una mutación homocigota en el gen PIK3R5 del cromosoma 17p13.
1,http://purl.obolibrary.org/obo/DOID_0060562,arteria coronaria izquierda anómala procedente de la arteria pulmonar,Anomalía de la arteria coronaria en la que la arteria coronaria izquierda (LCA) se ramifica en la arteria pulmonar en lugar de en el seno aórtico.
1,http://purl.obolibrary.org/obo/DOID_11843,anomalía de la arteria coronaria,
1,http://purl.obolibrary.org/obo/DOID_0060565,síndrome de Ritscher-Schinzel,"Síndrome caracterizado por anomalías craneofaciales (occipucio y frente prominentes, hipertelorismo, coloboma ocular, paladar hendido), cerebelosas (malformación de Dandy-Walker, hipoplasia del vermis cerebeloso) y cardíacas (tetralogía de Fallot, defectos del tabique auricular y ventricular)."
1,http://purl.obolibrary.org/obo/DOID_0060566,síndrome de Holzgreve-Wagner-Rehder,"Síndrome caracterizado por secuencia de Potter, defecto cardíaco, paladar hendido, polidactilia y defectos esqueléticos."
