class,label,definition,clase,etiqueta,definición,class_match
http://purl.obolibrary.org/obo/DOID_0070294,primary autosomal recessive microcephaly 10,A primary autosomal recessive microcephaly that has_material_basis_in homozygous or compound heterozygous mutation in the ZNF335 gene on chromosome 20q13.,http://purl.obolibrary.org/obo/DOID_0070294,microcefalia primaria autosómica recesiva 10,Una microcefalia primaria autosómica recesiva que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen ZNF335 del cromosoma 20q13.,TRUE
http://purl.obolibrary.org/obo/DOID_0070295,primary autosomal dominant microcephaly 18,A primary microcephaly that has_material_basis_in heterozygous mutation in the WDFY3 gene on chromosome 4q21.,http://purl.obolibrary.org/obo/DOID_0070295,microcefalia primaria autosómica dominante 18,Una microcefalia primaria que tiene_su_base_material_en una mutación heterocigota en el gen WDFY3 del cromosoma 4q21.,TRUE
http://purl.obolibrary.org/obo/DOID_0070297,primary microcephaly,"A microcephaly characterized by microcephaly present at birth, where the brain is small but has normal architecture, and nonprogressive mental retardation.",http://purl.obolibrary.org/obo/DOID_0070297,microcefalia primaria,"Una microcefalia caracterizada por microcefalia presente al nacer, en la que el cerebro es pequeño pero tiene una arquitectura normal, y retraso mental no progresivo.",TRUE
http://purl.obolibrary.org/obo/DOID_0070315,hypoplastic right heart syndrome,A congenital heart disease characterized by underdevelopment of the structures on the right side of the heart commonly associated with atrial septal defect.,http://purl.obolibrary.org/obo/DOID_0070315,síndrome del corazón derecho hipoplásico,"Enfermedad cardiaca congénita caracterizada por el subdesarrollo de las estructuras del lado derecho del corazón, comúnmente asociada a una comunicación interauricular.",TRUE
http://purl.obolibrary.org/obo/DOID_0070336,arthrogryposis multiplex congenita-6,"An arthrogryposis multiplex congenita characterized by congenital joint contractures, dysmorphic facial features, distal skeletal anomalies with clenched hands and clubfeet, and edema with fetal hydrops and that has_material_basis_in homozygous or compound heterozygous mutation in the NEB gene on chromosome 2q23.",http://purl.obolibrary.org/obo/DOID_0070336,artrogriposis múltiple congénita-6,"Una artrogriposis múltiple congénita caracterizada por contracturas articulares congénitas, rasgos faciales dismórficos, anomalías esqueléticas distales con manos apretadas y pies zambos, y edema con hidropesía fetal y que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen NEB del cromosoma 2q23.",TRUE
http://purl.obolibrary.org/obo/DOID_0080954,arthrogryposis multiplex congenita,A nervous system disease that is characterized by development of multiple joint contractures affecting two or more areas of the body prior to birth.,http://purl.obolibrary.org/obo/DOID_0080954,artrogriposis múltiple congénita,Enfermedad del sistema nervioso que se caracteriza por el desarrollo de contracturas articulares múltiples que afectan a dos o más zonas del cuerpo antes del nacimiento.,TRUE
http://purl.obolibrary.org/obo/DOID_0080073,spina bifida occulta,A spina bifida that is characterized by minor splits in the vertebrae where the outer part of some of the vertebrae is not completely closed.,http://purl.obolibrary.org/obo/DOID_0080073,espina bífida oculta,Una espina bífida que se caracteriza por pequeñas fisuras en las vértebras en las que la parte externa de algunas de ellas no está completamente cerrada.,TRUE
http://purl.obolibrary.org/obo/DOID_0080079,nonsyndromic congenital nail disorder 1,"A nonsyndromic congenital nail disorder that is characterized by excessive longitudinal striations and numerous superficial pits on the nails, which have a distinctive rough, sand paper-like appearance.",http://purl.obolibrary.org/obo/DOID_0080079,trastorno ungueal congénito no sindrómico 1,"Trastorno ungueal congénito no sindrómico que se caracteriza por un exceso de estrías longitudinales y numerosas picaduras superficiales en las uñas, que tienen un aspecto distintivo áspero, como de papel de lija.",TRUE
http://purl.obolibrary.org/obo/DOID_0080683,nonsyndromic congenital nail disorder,A nail disease that is characterized by underdevelopment of nails.,http://purl.obolibrary.org/obo/DOID_0080683,trastorno ungueal congénito no sindrómico,Enfermedad ungueal que se caracteriza por el subdesarrollo de las uñas.,TRUE
http://purl.obolibrary.org/obo/DOID_0080080,nonsyndromic congenital nail disorder 2,"A nonsyndromic congenital nail disorder that is characterized by nails that are abnormally thin and concave from side to side, with turned up edges.",http://purl.obolibrary.org/obo/DOID_0080080,trastorno ungueal congénito no sindrómico 2,"Trastorno ungueal congénito no sindrómico que se caracteriza por uñas anormalmente delgadas y cóncavas de lado a lado, con los bordes vueltos hacia arriba.",TRUE
http://purl.obolibrary.org/obo/DOID_0080081,nonsyndromic congenital nail disorder 3,A nonsyndromic congenital nail disorder that is characterized by white discoloration of the nails.,http://purl.obolibrary.org/obo/DOID_0080081,trastorno ungueal congénito no sindrómico 3,Trastorno ungueal congénito no sindrómico que se caracteriza por la decoloración blanca de las uñas.,TRUE
http://purl.obolibrary.org/obo/DOID_0080082,nonsyndromic congenital nail disorder 4,"A nonsyndromic congenital nail disorder that is characterized by complete absence or severe hypoplasia of all fingernails and toenails without significant bone anomalies, and that has_material_basis_in homozygous or compound heterozygous mutation in the R-spondin-4 gene on chromosome 20p13.",http://purl.obolibrary.org/obo/DOID_0080082,trastorno congénito no sindrómico de las uñas 4,"Un trastorno congénito no sindrómico de las uñas que se caracteriza por la ausencia completa o hipoplasia grave de todas las uñas de manos y pies sin anomalías óseas significativas, y que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen R-espondina-4 del cromosoma 20p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0080083,nonsyndromic congenital nail disorder 5,"A nonsyndromic congenital nail disorder that is characterized by a decreased growth rate, thick and hard nails, and a straight or concave proximal edge of detachment.",http://purl.obolibrary.org/obo/DOID_0080083,trastorno ungueal congénito no sindrómico 5,"Trastorno ungueal congénito no sindrómico que se caracteriza por una tasa de crecimiento disminuida, uñas gruesas y duras y un borde proximal de desprendimiento recto o cóncavo.",TRUE
http://purl.obolibrary.org/obo/DOID_0080084,nonsyndromic congenital nail disorder 6,A nonsyndromic congenital nail disorder that is characterized by partial absences of nails.,http://purl.obolibrary.org/obo/DOID_0080084,trastorno ungueal congénito no sindrómico 6,Trastorno ungueal congénito no sindrómico que se caracteriza por la ausencia parcial de uñas.,TRUE
http://purl.obolibrary.org/obo/DOID_0080085,nonsyndromic congenital nail disorder 7,"A nonsyndromic congenital nail disorder that is characterized by nails with longi- tudinal streaks, thinning of the nail plate, poorly developed or absent lunulae, along with variously disturbed formation of the nail plate leading to increased vulnerability of the free nail margins.",http://purl.obolibrary.org/obo/DOID_0080085,trastorno ungueal congénito no sindrómico 7,"Trastorno ungueal congénito no sindrómico que se caracteriza por uñas con estrías longitudinales, adelgazamiento de la lámina ungueal, lúnulas poco desarrolladas o ausentes, junto con una formación de la lámina ungueal alterada de forma diversa que conduce a una mayor vulnerabilidad de los márgenes libres de la uña.",TRUE
http://purl.obolibrary.org/obo/DOID_0080086,nonsyndromic congenital nail disorder 8,A nonsyndromic congenital nail disorder that is characterized by dystrophy of the toenails only.,http://purl.obolibrary.org/obo/DOID_0080086,trastorno ungueal congénito no sindrómico 8,Trastorno ungueal congénito no sindrómico que se caracteriza por la distrofia únicamente de las uñas de los pies.,TRUE
http://purl.obolibrary.org/obo/DOID_0080087,nonsyndromic congenital nail disorder 9,"A nonsyndromic congenital nail disorder that is characterized by normal nails at birth with dystrophic changes developing within the first decade of life, resulting in onycholysis of fingernails and anonychia of toenails.",http://purl.obolibrary.org/obo/DOID_0080087,trastorno ungueal congénito no sindrómico 9,"Un trastorno ungueal congénito no sindrómico que se caracteriza por uñas normales al nacer con cambios distróficos que se desarrollan en la primera década de la vida, dando lugar a onicólisis de las uñas de las manos y anoniquia de las uñas de los pies.",TRUE
http://purl.obolibrary.org/obo/DOID_0080101,Compton-North congenital myopathy,"A congenital myopathy that has_material_basis_in homozygous mutation in the CNTN1 gene on chromosome 12q12 and that is characterized antenatally, by fetal akinesia, intrauterine growth restriction and polyhydramnios, and, following birth, by severe neonatal hypotonia, severe generalized skeletal, bulbar and respiratory muscle weakness, multiple flexion contractures, and normal creatine kinase serum levels.",http://purl.obolibrary.org/obo/DOID_0080101,miopatía congénita Compton-North,"Una miopatía congénita que tiene_su_base_material_en mutación homocigota en el gen CNTN1 del cromosoma 12q12 y que se caracteriza antenatalmente, por acinesia fetal, restricción del crecimiento intrauterino y polihidramnios y, tras el nacimiento, por hipotonía neonatal grave, debilidad muscular esquelética, bulbar y respiratoria generalizada grave, contracturas múltiples en flexión y niveles séricos normales de creatina quinasa.",TRUE
http://purl.obolibrary.org/obo/DOID_0080102,congenital myopathy 4A,"A congenital myopathy that is characterized by skeletal muscle weakness, particularly in the muscles of the shoulders, upper arms, hips, and thighs.",http://purl.obolibrary.org/obo/DOID_0080102,miopatía congénita 4A,"Una miopatía congénita que se caracteriza por debilidad muscular esquelética, sobre todo en los músculos de los hombros, la parte superior de los brazos, las caderas y los muslos.",TRUE
http://purl.obolibrary.org/obo/DOID_0080138,multiple congenital anomalies-hypotonia-seizures syndrome 1,"A multiple congenital anomalies-hypotonia-seizures syndrome that is characterized by neonatal hypotonia, lack of psychomotor development, seizures, dysmorphic features, and variable congenital anomalies involving the cardiac, urinary, and gastrointestinal systems and has_material_basis_in homozygous mutation in the PIGN gene on chromosome 18q21.",http://purl.obolibrary.org/obo/DOID_0080138,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 1,"Un síndrome de anomalías congénitas múltiples-hipotonía-convulsiones que se caracteriza por hipotonía neonatal, falta de desarrollo psicomotor, convulsiones, rasgos dismórficos y anomalías congénitas variables que afectan a los sistemas cardiaco, urinario y gastrointestinal y tiene_su_base_material_en una mutación homocigota en el gen PIGN en el cromosoma 18q21.",TRUE
http://purl.obolibrary.org/obo/DOID_0080503,multiple congenital anomalies-hypotonia-seizures syndrome,"A lipid metabolism disorder that is characterized by severe global developmental delay, hypotonia, and early-onset seizures, associated with multiple cardiac, genitourinary, and gastrointestinal congenital anomalies.",http://purl.obolibrary.org/obo/DOID_0080503,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones,"Trastorno del metabolismo de los lípidos que se caracteriza por un grave retraso global del desarrollo, hipotonía y convulsiones de aparición temprana, asociado a múltiples anomalías congénitas cardiacas, genitourinarias y gastrointestinales.",TRUE
http://purl.obolibrary.org/obo/DOID_0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,"A multiple congenital anomalies-hypotonia-seizures syndrome that is characterized by X-linked recessive inheritance of dysmorphic features, neonatal hypotonia, myoclonic seizures and variable abnormalities involving the central nervous, cardiac, and urinary systems that has_material_basis_in mutation in the PIGA gene on chromosome Xp22.",http://purl.obolibrary.org/obo/DOID_0080139,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 2,"Un síndrome de anomalías congénitas múltiples-hipotonía-convulsiones que se caracteriza por la herencia recesiva ligada al cromosoma X de rasgos dismórficos, hipotonía neonatal, convulsiones mioclónicas y anomalías variables que afectan a los sistemas nervioso central, cardiaco y urinario que tiene_su_base_material_en la mutación del gen PIGA en el cromosoma Xp22.",TRUE
http://purl.obolibrary.org/obo/DOID_0080140,multiple congenital anomalies-hypotonia-seizures syndrome 3,"A multiple congenital anomalies-hypotonia-seizures syndrome that is characterized by neonatal hypotonia, lack of psychomotor development, seizures, dysmorphic features, and variable congenital anomalies involving the cardiac, urinary, and gastrointestinal systems and that has_material_basis_in homozygous or compound heterozygous mutation in the PIGT gene on chromosome 20q13.",http://purl.obolibrary.org/obo/DOID_0080140,síndrome de anomalías congénitas múltiples-hipotonía-convulsiones 3,"Síndrome de anomalías congénitas múltiples-hipotonía-convulsiones que se caracteriza por hipotonía neonatal, falta de desarrollo psicomotor, convulsiones, rasgos dismórficos y anomalías congénitas variables que afectan a los sistemas cardiaco, urinario y gastrointestinal y que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen PIGT del cromosoma 20q13.",TRUE
http://purl.obolibrary.org/obo/DOID_0080143,congenital fibrosis of the extraocular muscles,"An ocular motility disease that is characterized by the inability to move the eyes in certain directions, droopy eyelids and eyes that are fixed in an abnormal position.",http://purl.obolibrary.org/obo/DOID_0080143,fibrosis congénita de los músculos extraoculares,"Enfermedad de la motilidad ocular que se caracteriza por la incapacidad de mover los ojos en determinadas direcciones, párpados caídos y ojos fijos en una posición anormal.",TRUE
http://purl.obolibrary.org/obo/DOID_0080173,bladder exstrophy-epispadias-cloacal exstrophy complex,"A physical disorder that is characterized as a spectrum of anomalies involving the urinary tract, genital tract, musculoskeletal system and sometimes the intestinal tract.",http://purl.obolibrary.org/obo/DOID_0080173,complejo de extrofia vesical-epispadias-extrofia cloacal,"Trastorno físico que se caracteriza por un espectro de anomalías que afectan al tracto urinario, el tracto genital, el sistema musculoesquelético y, en ocasiones, el tracto intestinal.",TRUE
http://purl.obolibrary.org/obo/DOID_0080174,bladder exstrophy,"A bladder exstrophy-epispadias-cloacal exstrophy complex that is characterized by an evaginated bladder plate, epispadias and an anterior defect of the pelvis, pelvic floor and abdominal wall. The rear portion of the bladder wall (posterior vesical wall) turns outward (exstrophy) through an opening in the abdominal wall and urine is excreted through this opening.",http://purl.obolibrary.org/obo/DOID_0080174,extrofia vesical,"Complejo de extrofia vesical-epispadias-extrofia cloacal que se caracteriza por una placa vesical evaginada, epispadias y un defecto anterior de la pelvis, el suelo pélvico y la pared abdominal. La porción posterior de la pared de la vejiga (pared vesical posterior) gira hacia fuera (extrofia) a través de una abertura en la pared abdominal y la orina se excreta a través de esta abertura.",TRUE
http://purl.obolibrary.org/obo/DOID_0080175,cloacal exstrophy,"A bladder exstrophy-epispadias-cloacal exstrophy complex that is characterized by a defect in the urethra, bladder and bowel.",http://purl.obolibrary.org/obo/DOID_0080175,extrofia cloacal,"Complejo de extrofia vesical-epispadias-extrofia cloacal que se caracteriza por un defecto en la uretra, la vejiga y el intestino.",TRUE
http://purl.obolibrary.org/obo/DOID_0080180,Zika virus congenital syndrome,"A syndrome that is characterized in neonates by microcephaly, craniofacial disproportion, spasticity, seizures, irritability and brainstem dysfunction including feeding difficulties, ocular abnormalities and findings on neuroimaging such as calcifications, cortical disorders and ventriculomegaly and has_material_basis_in the acquisition of Zika virus infection in utero.",http://purl.obolibrary.org/obo/DOID_0080180,Síndrome congénito por el virus del Zika,"Síndrome que se caracteriza en los neonatos por microcefalia, desproporción craneofacial, espasticidad, convulsiones, irritabilidad y disfunción del tronco encefálico, incluidas dificultades para alimentarse, anomalías oculares y hallazgos en neuroimagen como calcificaciones, trastornos corticales y ventriculomegalia, y que tiene_su_base_material_en la adquisición de la infección por el virus del Zika en el útero.",TRUE
http://purl.obolibrary.org/obo/DOID_0080197,congenital muscular dystrophy with cataracts and intellectual disability,A congenital muscular dystrophy characterized by onset of progressive muscle weakness in early childhood with autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the INPP5K gene (607875) on chromosome 17p13.,http://purl.obolibrary.org/obo/DOID_0080197,distrofia muscular congénita con cataratas y discapacidad intelectual,Una distrofia muscular congénita caracterizada por la aparición de debilidad muscular progresiva en la primera infancia con herencia autosómica recesiva que tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen INPP5K (607875) en el cromosoma 17p13.,TRUE
http://purl.obolibrary.org/obo/DOID_0080257,autosomal recessive congenital ichthyosis 13,"An autosomal recessive congenital ichthyosis that is characterized by lamellar ichthyosis, ectropion, eclabium and hyperkeratosis that has_material_basis_in homozygous mutation in the SDR9C7 gene on chromosome 12q13.",http://purl.obolibrary.org/obo/DOID_0080257,ictiosis congénita autosómica recesiva 13,"Una ictiosis congénita autosómica recesiva que se caracteriza por ictiosis lamelar, ectropión, eclabio e hiperqueratosis que tiene_su_base_material_en una mutación homocigota en el gen SDR9C7 del cromosoma 12q13.",TRUE
http://purl.obolibrary.org/obo/DOID_0080258,autosomal recessive congenital ichthyosis 14,"An autosomal recessive congenital ichthyosis that is characterized by lamellar ichthyosis, ectropion, eclabium and hyperkeratosis that has_material_basis_in homozygous or compound heterozygous mutation in the SULT2B1 gene on chromosome 19q13.",http://purl.obolibrary.org/obo/DOID_0080258,ictiosis congénita autosómica recesiva 14,"Una ictiosis congénita autosómica recesiva que se caracteriza por ictiosis lamelar, ectropión, eclabio e hiperqueratosis que tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen SULT2B1 del cromosoma 19q13.",TRUE
http://purl.obolibrary.org/obo/DOID_0080313,cleft palate-lateral synechia syndrome,A physical disorder that is characterized by fusion of maxilla and mandible.,http://purl.obolibrary.org/obo/DOID_0080313,Síndrome de paladar hendido-sinequia lateral,Trastorno físico que se caracteriza por la fusión del maxilar y la mandíbula.,TRUE
http://purl.obolibrary.org/obo/DOID_0080395,orofacial cleft 1,An orofacial cleft characterized by autosomal dominant inheritance that has_material_basis_in variation in chromosome region 6p24.3.,http://purl.obolibrary.org/obo/DOID_0080395,hendidura orofacial 1,Una hendidura orofacial caracterizada por una herencia autosómica dominante que tiene_su_base_material_en la variación de la región cromosómica 6p24.3.,TRUE
http://purl.obolibrary.org/obo/DOID_0080396,orofacial cleft 2,An orofacial cleft that has_material_basis_in variation in the chromosome region 2p13.,http://purl.obolibrary.org/obo/DOID_0080396,hendidura orofacial 2,Una hendidura orofacial que tiene_su_base_material_en la variación en la región cromosómica 2p13.,TRUE
http://purl.obolibrary.org/obo/DOID_0080397,orofacial cleft 3,An orofacial cleft that has_material_basis_in variation in the chromosomal region 19q13.,http://purl.obolibrary.org/obo/DOID_0080397,hendidura orofacial 3,Una hendidura orofacial que tiene_su_base_material_en la variación de la región cromosómica 19q13.,TRUE
http://purl.obolibrary.org/obo/DOID_0080398,orofacial cleft 4,An orofacial cleft that has_material_basis_in variation in the 4q21-q31 chromosomal region.,http://purl.obolibrary.org/obo/DOID_0080398,hendidura orofacial 4,Una hendidura orofacial que tiene_su_base_material_en la variación de la región cromosómica 4q21-q31.,TRUE
http://purl.obolibrary.org/obo/DOID_0080399,orofacial cleft 5,An orofacial cleft that has_material_basis_in mutation in the MSX1 gene on chromosome 4p16.,http://purl.obolibrary.org/obo/DOID_0080399,hendidura orofacial 5,Una hendidura orofacial que tiene_su_base_material_en mutación en el gen MSX1 en el cromosoma 4p16.,TRUE
http://purl.obolibrary.org/obo/DOID_0080400,orofacial cleft 7,An orofacial cleft that has_material_basis_in by homozygous mutation in the PVRL1 gene on chromosome 11q23.,http://purl.obolibrary.org/obo/DOID_0080400,hendidura orofacial 7,Una hendidura orofacial que tiene_su_base_material_en una mutación homocigota en el gen PVRL1 del cromosoma 11q23.,TRUE
http://purl.obolibrary.org/obo/DOID_0080401,orofacial cleft 8,An orofacial cleft that has_material_basis_in heterozygous mutation in the TP63 gene on chromosome 3q28.,http://purl.obolibrary.org/obo/DOID_0080401,hendidura orofacial 8,Una hendidura orofacial que tiene_su_base_material_en una mutación heterocigota en el gen TP63 en el cromosoma 3q28.,TRUE
http://purl.obolibrary.org/obo/DOID_0080402,orofacial cleft 9,An orofacial cleft that has_material_basis_in variation in the chromosome region 13q33.1-q34.,http://purl.obolibrary.org/obo/DOID_0080402,hendidura orofacial 9,Una hendidura orofacial que tiene_su_base_material_en la variación de la región cromosómica 13q33.1-q34.,TRUE
http://purl.obolibrary.org/obo/DOID_0080403,orofacial cleft 10,An orofacial cleft that has_material_basis_in mutation in the SUMO1 gene on chromosome 2q33.,http://purl.obolibrary.org/obo/DOID_0080403,hendidura orofacial 10,Una hendidura orofacial que tiene_su_base_material_en mutación en el gen SUMO1 en el cromosoma 2q33.,TRUE
http://purl.obolibrary.org/obo/DOID_0080404,orofacial cleft 11,An orofacial cleft that has_material_basis_in heterozygous mutation in the BMP4 gene on chromosome 14q22.,http://purl.obolibrary.org/obo/DOID_0080404,hendidura orofacial 11,Una hendidura orofacial que tiene_su_base_material_en una mutación heterocigota en el gen BMP4 en el cromosoma 14q22.,TRUE
http://purl.obolibrary.org/obo/DOID_0080405,orofacial cleft 12,An orofacial cleft that has_material_basis_in variation in the chromosome region 8q24.3.,http://purl.obolibrary.org/obo/DOID_0080405,hendidura orofacial 12,Una hendidura orofacial que tiene_su_base_material_en la variación de la región cromosómica 8q24.3.,TRUE
http://purl.obolibrary.org/obo/DOID_0080406,orofacial cleft 13,An orofacial cleft characterized by autosomal doninant inhertitance that has_material_basis_in variation in chromosome region 1p33 associated with enrichment of the T allele of SNP rs3827730.,http://purl.obolibrary.org/obo/DOID_0080406,hendidura orofacial 13,Una hendidura orofacial caracterizada por herencia autosómica dominante que tiene_su_base_material_en la variación en la región cromosómica 1p33 asociada al enriquecimiento del alelo T del SNP rs3827730.,TRUE
http://purl.obolibrary.org/obo/DOID_0080407,orofacial cleft 14,"An orofacial cleft that is characterized by incomplete median clefts of both the lower lip and upper lip, double labial frenulum and fusion of the upper gingival and upper labial mucosa, in addition to poor dental alignment, and increased interdental distance between the lower and upper median incisors.",http://purl.obolibrary.org/obo/DOID_0080407,hendidura orofacial 14,"Una hendidura orofacial que se caracteriza por hendiduras medianas incompletas tanto del labio inferior como del superior, doble frenillo labial y fusión de la encía superior y la mucosa labial superior, además de una mala alineación dental, y una mayor distancia interdental entre los incisivos medianos inferiores y superiores.",TRUE
http://purl.obolibrary.org/obo/DOID_0080408,orofacial cleft 15,An orofacial cleft that has_material_basis_in mutation in the DLX4 gene on chromosome 17q21.,http://purl.obolibrary.org/obo/DOID_0080408,hendidura orofacial 15,Una hendidura orofacial que tiene_su_base_material_en la mutación del gen DLX4 en el cromosoma 17q21.,TRUE
http://purl.obolibrary.org/obo/DOID_0080552,congenital disorder of glycosylation Ia,"A congenital disorder of glycosylation I that is characterized by a severe encephalopathy with axial hypotonia, abnormal eye movement, pronounced psychomotor retardation, peripheral neuropathy, cerebellar hypoplasia, and retinitis pigmentosa and has_material_basis_in homozygous or compound heterozygous mutation in the gene encoding phosphomannomutase-2 on chromosome 16p13.",http://purl.obolibrary.org/obo/DOID_0080552,trastorno congénito de la glucosilación Ia,"Un trastorno congénito de la glucosilación I que se caracteriza por una encefalopatía grave con hipotonía axial, movimiento anormal de los ojos, retraso psicomotor pronunciado, neuropatía periférica, hipoplasia cerebelosa y retinitis pigmentaria y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen que codifica la fosfomanomutasa-2 en el cromosoma 16p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0080553,congenital disorder of glycosylation Iaa,A congenital disorder of glycosylation I that is characterized by fibroblasts with reduced dolichol profiles and enhanced accumulation of free cholesterol and has_material_basis_in homozygous mutation in the NUS1 gene on chromosome 6q22.,http://purl.obolibrary.org/obo/DOID_0080553,trastorno congénito de la glicosilación Iaa,Un trastorno congénito de la glicosilación I que se caracteriza por fibroblastos con perfiles de dolicol reducidos y mayor acumulación de colesterol libre y tiene_su_base_material_en mutación homocigota en el gen NUS1 en el cromosoma 6q22.,TRUE
http://purl.obolibrary.org/obo/DOID_0080554,congenital disorder of glycosylation Ib,"A congenital disorder of glycosylation I that is characterized by protein-losing enteropathy, cyclic vomiting, profound hypoglycemia, failure to thrive, liver fibrosis, protein-losing enteropathy with hypoalbuminaemia, life-threatening intestinal bleeding of diffuse origin, protein C and S deficiency, low anti-thrombine III levels and has_material_basis_in compound heterozygous mutation in the gene encoding mannosephosphate isomerase on chromosome 15q24.",http://purl.obolibrary.org/obo/DOID_0080554,trastorno congénito de la glucosilación Ib,"Un trastorno congénito de la glucosilación I que se caracteriza por enteropatía perdedora de proteínas, vómitos cíclicos, hipoglucemia profunda, retraso del crecimiento, fibrosis hepática, enteropatía perdedora de proteínas con hipoalbuminemia, hemorragia intestinal potencialmente mortal de origen difuso, deficiencia de proteínas C y S, niveles bajos de antitrombina III y tiene_su_base_material_en una mutación heterocigota compuesta en el gen que codifica la manosa-6-fosfato isomerasa en el cromosoma 15q24.",TRUE
http://purl.obolibrary.org/obo/DOID_0080555,congenital disorder of glycosylation Ic,"A congenital disorder of glycosylation I that is characterized by psychomotor retardation with delayed walking and speech, hypotonia, seizures, and sometimes protein-losing enteropathy and has_material_basis_in homozygous or compound heterozygous mutation in the ALG6 gene on chromosome 1p31.",http://purl.obolibrary.org/obo/DOID_0080555,trastorno congénito de la glucosilación Ic,"Un trastorno congénito de la glucosilación I que se caracteriza por retraso psicomotor con retraso en la marcha y el habla, hipotonía, convulsiones y, en ocasiones, enteropatía con pérdida de proteínas y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen ALG6 del cromosoma 1p31.",TRUE
http://purl.obolibrary.org/obo/DOID_0080556,congenital disorder of glycosylation Id,A congenital disorder of glycosylation I that is characterized by severe neurologic involvement associated with dysmorphism and visual impairment and has_material_basis_in homozygous or compound heterozygous mutation in the ALG3 gene on chromosome 3q27.,http://purl.obolibrary.org/obo/DOID_0080556,trastorno congénito de la glicosilación I,Un trastorno congénito de la glicosilación I que se caracteriza por una afectación neurológica grave asociada a dismorfismo y deficiencia visual y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen ALG3 del cromosoma 3q27.,TRUE
http://purl.obolibrary.org/obo/DOID_0080557,congenital disorder of glycosylation Ie,"A congenital disorder of glycosylation I that is characterized by psychomotor delay, seizures, hypotonia, facial dysmorphism and microcephaly and has_material_basis_in homozygous or compound heterozygous mutation in the DPM1 gene on chromosome 20q13.",http://purl.obolibrary.org/obo/DOID_0080557,trastorno congénito de la glucosilación Ie,"Un trastorno congénito de la glucosilación I que se caracteriza por retraso psicomotor, convulsiones, hipotonía, dismorfismo facial y microcefalia y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen DPM1 del cromosoma 20q13.",TRUE
http://purl.obolibrary.org/obo/DOID_0080558,congenital disorder of glycosylation If,"A congenital disorder of glycosylation I that is characterized by psychomotor delay, seizures, failure to thrive, and cutaneous and ocular anomalies and has_material_basis_in homozygous or compound heterozygous mutation in the MPDU1 gene on chromosome 17p13.",http://purl.obolibrary.org/obo/DOID_0080558,trastorno congénito de la glucosilación Si,"Un trastorno congénito de la glucosilación I que se caracteriza por retraso psicomotor, convulsiones, retraso del crecimiento y anomalías cutáneas y oculares y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen MPDU1 del cromosoma 17p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0080559,congenital disorder of glycosylation Ig,"A congenital disorder of glycosylation I that is characterized by facial dysmorphism (prominent forehead, large ears, thin upper lip), generalized hypotonia, feeding difficulties, moderate to severe developmental delay, progressive microcephaly, frequent upper respiratory tract infections due to impaired immunity with decreased immunoglobulin levels, and decreased coagulation factors and has_material_basis_in homozygous or compound heterozygous mutation in the gene encoding dolichyl-P-mannose:Man-7-GlcNAc-2-PP-dolichyl-alpha-6-mannosyltransferase on chromosome 22q13.",http://purl.obolibrary.org/obo/DOID_0080559,trastorno congénito de la glucosilación Ig,"Un trastorno congénito de la glucosilación I que se caracteriza por dismorfismo facial (frente prominente, orejas grandes, labio superior fino), hipotonía generalizada, dificultades de alimentación, retraso del desarrollo de moderado a grave, microcefalia progresiva, infecciones frecuentes de las vías respiratorias superiores debidas a una inmunidad alterada con disminución de los niveles de inmunoglobulinas y disminución de los factores de coagulación y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen que codifica la dolicil-P-manosa:Man-7-GlcNAc-2-PP-dolicil-alfa-6-manosiltransferasa en el cromosoma 22q13.",TRUE
